model encoding architecture v_th alpha mse mae r2 f1 spike_rate energy infer_ms train_ms param_count macs
snn-ae latency conv1d 0.500000 0.900000 0.0050 0.0171 0.7164 0.0000 0.5806 413226.6000 13.2179 27543.8887 37286.0000 36864.0000
snn-ae latency conv1d 0.500000 0.990000 0.0198 0.0452 -0.1341 0.0615 0.6207 416306.8000 12.6969 15007.6989 37286.0000 36864.0000
snn-ae latency conv1d 1.000000 0.800000 0.0483 0.0993 0.3246 0.0000 0.5646 472131.1429 12.8689 15100.5910 37286.0000 36864.0000
snn-ae latency conv1d 1.000000 0.900000 0.0041 0.0155 0.7645 0.0000 0.5313 409442.0000 21.2524 21692.1214 37286.0000 36864.0000
snn-ae latency conv1d 1.000000 0.990000 0.0171 0.0365 0.0207 0.0769 0.6075 415299.6000 12.5985 16804.1244 37286.0000 36864.0000
snn-ae latency conv1d 1.500000 0.800000 0.0494 0.1080 0.3073 0.0000 0.5359 468029.7143 22.1757 14307.2704 37286.0000 36864.0000
snn-ae latency conv1d 1.500000 0.900000 0.0227 0.0452 0.7629 0.0000 0.5476 447559.8333 12.8424 12187.1092 37286.0000 36864.0000
snn-ae latency conv1d 1.500000 0.990000 0.0113 0.0315 0.3562 0.0465 0.5838 413479.0000 16.7205 11378.1361 37286.0000 36864.0000
snn-ae latency dense 0.500000 0.800000 0.0055 0.0192 0.7497 0.0000 0.6065 415218.0000 26.8004 10090.7196 37286.0000 36864.0000
snn-ae latency dense 0.500000 0.900000 0.0066 0.0196 0.7017 0.0078 0.5830 413411.4000 12.0419 20949.3633 37286.0000 36864.0000
snn-ae latency dense 0.500000 0.990000 0.0222 0.0348 -0.0102 0.0769 0.6140 415797.2000 33.0747 20195.8725 37286.0000 36864.0000
snn-ae latency dense 1.000000 0.800000 0.0200 0.0780 0.0899 0.0000 0.5182 408440.8000 11.7463 13811.2102 37286.0000 36864.0000
snn-ae latency dense 1.000000 0.900000 0.0052 0.0167 0.7647 0.0000 0.5448 410483.2000 10.8818 18747.4318 37286.0000 36864.0000
snn-ae latency dense 1.000000 0.990000 0.0169 0.0403 0.2344 0.0769 0.6038 415008.4000 11.4085 23016.4652 37286.0000 36864.0000
snn-ae latency dense 1.500000 0.800000 0.0090 0.0475 0.5889 0.0078 0.5234 408836.2000 11.8618 17745.3518 37286.0000 36864.0000
snn-ae latency dense 1.500000 0.900000 0.0077 0.0320 0.6489 0.0000 0.5098 407791.0000 11.7150 17230.9717 37286.0000 36864.0000
snn-ae latency dense 1.500000 0.990000 0.0133 0.0300 0.3942 0.0540 0.5895 413911.4000 11.6131 18520.8816 37286.0000 36864.0000
snn-ae latency recurrent 0.500000 0.800000 0.0101 0.0377 0.5515 0.0000 0.5384 409988.2000 850.9346 90262.3500 37286.0000 36864.0000
snn-ae latency recurrent 0.500000 0.900000 0.0070 0.0191 0.6917 0.0000 0.5913 414053.4000 842.9374 114620.2664 37286.0000 36864.0000
snn-ae latency recurrent 0.500000 0.990000 0.0327 0.0487 -0.4138 0.0769 0.6375 417603.8000 834.2106 100227.8004 37286.0000 36864.0000
snn-ae latency recurrent 1.000000 0.800000 0.0089 0.0416 0.4799 0.0000 0.5136 408081.8000 802.5090 70379.7664 37286.0000 36864.0000
snn-ae latency recurrent 1.000000 0.900000 0.0066 0.0223 0.6395 0.0000 0.5399 410107.8000 808.6846 89599.9375 37286.0000 36864.0000
snn-ae latency recurrent 1.000000 0.990000 0.0170 0.0360 0.0682 0.0615 0.6289 416937.4000 796.7035 90137.3617 37286.0000 36864.0000
snn-ae latency recurrent 1.500000 0.800000 0.0052 0.0326 0.3507 0.0000 0.5156 408240.6000 842.7672 91059.9187 37286.0000 36864.0000
snn-ae latency recurrent 1.500000 0.900000 0.0056 0.0248 0.3589 0.0000 0.5468 410636.2000 796.0943 53228.2227 37286.0000 36864.0000
snn-ae latency recurrent 1.500000 0.990000 0.0114 0.0323 -0.0956 0.0077 0.5797 413163.2000 817.9081 97318.8766 37286.0000 36864.0000
snn-ae poisson conv1d 0.500000 0.800000 0.0385 0.1272 -1.2669 0.1619 0.5192 408514.0000 18.0792 74314.8602 37286.0000 36864.0000
snn-ae poisson conv1d 0.500000 0.900000 0.0658 0.1831 -2.8659 0.3424 0.5333 409595.6000 18.4184 26357.1998 37286.0000 36864.0000
snn-ae poisson conv1d 0.500000 0.990000 0.0711 0.1842 -3.1819 0.4139 0.5450 410498.6000 15.1885 74742.7779 37286.0000 36864.0000
snn-ae poisson conv1d 1.000000 0.800000 0.0274 0.1024 -0.6126 0.1064 0.5165 408310.6000 16.4306 43742.9035 37286.0000 36864.0000
snn-ae poisson conv1d 1.000000 0.900000 0.0484 0.1440 -1.8450 0.2469 0.5115 407924.8000 18.6591 37429.8656 37286.0000 36864.0000
snn-ae poisson conv1d 1.000000 0.990000 0.0699 0.1824 -3.1133 0.3906 0.5467 410625.4000 29.2226 33250.3602 37286.0000 36864.0000
snn-ae poisson conv1d 1.500000 0.800000 0.0239 0.0785 0.2540 0.0000 0.5350 436054.0000 14.3553 58705.6426 37286.0000 36864.0000
snn-ae poisson conv1d 1.500000 0.900000 0.0323 0.1119 -0.8992 0.1592 0.5291 409278.2000 15.0220 27603.8674 37286.0000 36864.0000
snn-ae poisson conv1d 1.500000 0.990000 0.0820 0.1850 -3.8179 0.4030 0.5145 408151.6000 23.7461 22897.0773 37286.0000 36864.0000
snn-ae poisson dense 0.500000 0.800000 0.0509 0.1529 -0.9047 0.2422 0.5131 408049.4000 20.4646 25614.8520 37286.0000 36864.0000
snn-ae poisson dense 0.500000 0.900000 0.0667 0.1738 -1.4939 0.3464 0.5048 407405.2000 14.0463 24614.7447 37286.0000 36864.0000
snn-ae poisson dense 0.500000 0.990000 0.1147 0.2463 -3.2907 0.4536 0.5238 408870.6000 18.2941 23836.4250 37286.0000 36864.0000
snn-ae poisson dense 1.000000 0.800000 0.0221 0.0922 0.1739 0.0382 0.5035 407312.6000 14.2615 23313.5832 37286.0000 36864.0000
snn-ae poisson dense 1.000000 0.900000 0.0528 0.1560 -0.9757 0.2305 0.5097 407788.4000 41.9432 24767.9969 37286.0000 36864.0000
snn-ae poisson dense 1.000000 0.990000 0.1158 0.2499 -3.3275 0.5357 0.5146 408164.0000 13.0702 23610.2133 37286.0000 36864.0000
snn-ae poisson dense 1.500000 0.800000 0.0614 0.1141 0.2468 0.0000 0.4986 462868.7500 33.8416 48260.9907 37286.0000 36864.0000
snn-ae poisson dense 1.500000 0.900000 0.0357 0.1248 -0.3341 0.1281 0.5065 407540.6000 14.3833 32166.9555 37286.0000 36864.0000
snn-ae poisson dense 1.500000 0.990000 0.1070 0.2389 -3.0019 0.5212 0.5155 408231.2000 13.6978 64771.4285 37286.0000 36864.0000
snn-ae poisson recurrent 0.500000 0.800000 0.0470 0.1451 -0.3379 0.1668 0.5152 408210.2000 985.2171 76409.3250 37286.0000 36864.0000
snn-ae poisson recurrent 0.500000 0.900000 0.0675 0.1714 -0.6942 0.3186 0.5237 408858.2000 979.7071 71773.0773 37286.0000 36864.0000
snn-ae poisson recurrent 0.500000 0.990000 0.1450 0.2747 -1.9890 0.5930 0.5411 410196.0000 1012.9405 119912.8562 37286.0000 36864.0000
snn-ae poisson recurrent 1.000000 0.800000 0.0178 0.0799 0.0138 0.0077 0.5072 407589.8000 942.9597 71647.5711 37286.0000 36864.0000
snn-ae poisson recurrent 1.000000 0.900000 0.0402 0.1320 -0.9764 0.2312 0.5125 408002.6000 967.6361 76571.9508 37286.0000 36864.0000
snn-ae poisson recurrent 1.000000 0.990000 0.1312 0.2470 -4.6775 0.5292 0.5233 408830.4000 1021.6656 84122.9125 37286.0000 36864.0000
snn-ae poisson recurrent 1.500000 0.800000 0.0170 0.0573 0.0480 0.0065 0.5082 434095.1667 908.8934 132426.3464 37286.0000 36864.0000
snn-ae poisson recurrent 1.500000 0.900000 0.0154 0.0670 -0.2747 0.0000 0.5129 408031.0000 875.4035 136952.2484 37286.0000 36864.0000
snn-ae poisson recurrent 1.500000 0.990000 0.0831 0.2032 -4.3866 0.4338 0.5068 407565.8000 992.8830 91228.4414 37286.0000 36864.0000
transformer-ae direct transformer 0.000000 0.000000 0.6765 0.3657 0.3235 0.0000 0.0000 47554560.0000 251.0123 54153.1234 139176.0000 4755456.0000
transformer-ae latency transformer 0.000000 0.000000 0.0687 0.0993 0.6759 0.0000 0.0000 47554560.0000 222.7457 105003.7484 139176.0000 4755456.0000
transformer-ae poisson transformer 0.000000 0.000000 0.0565 0.0644 0.4255 0.0000 0.0000 47554560.0000 349.4335 290747.7359 139176.0000 4755456.0000
