model encoding architecture v_th alpha mse mae r2 f1 spike_rate energy infer_ms train_ms param_count macs
snn-ae poisson conv1d 0.500000 0.990000 0.0628 0.1676 -2.8705 0.4020 0.5680 412265.0000 17.9814 23317.6365 37286.0000 36864.0000
snn-ae poisson conv1d 1.000000 0.800000 0.0241 0.0945 -0.4841 0.0938 0.5319 409487.8000 46.4564 28944.0637 37286.0000 36864.0000
snn-ae poisson conv1d 1.000000 0.900000 0.0480 0.1448 -1.9549 0.1911 0.5298 409326.8000 31.4380 24863.2066 37286.0000 36864.0000
snn-ae poisson conv1d 1.000000 0.990000 0.0581 0.1574 -2.5790 0.3674 0.5742 412737.4000 17.1984 28968.6035 37286.0000 36864.0000
snn-ae poisson conv1d 1.500000 0.800000 0.0107 0.0575 0.3401 0.0000 0.5150 408194.8000 16.3886 37140.2625 37286.0000 36864.0000
snn-ae poisson conv1d 1.500000 0.900000 0.0446 0.1419 -1.7472 0.2080 0.5204 408603.0000 120.6258 26975.5164 37286.0000 36864.0000
snn-ae poisson conv1d 1.500000 0.990000 0.0657 0.1798 -3.0493 0.3468 0.5561 411349.6000 23.7734 23217.1172 37286.0000 36864.0000
snn-ae poisson dense 0.500000 0.800000 0.0460 0.1429 -0.7688 0.1632 0.5121 407969.6000 18.9231 22483.4344 37286.0000 36864.0000
snn-ae poisson dense 0.500000 0.900000 0.0658 0.1826 -1.5314 0.3369 0.5106 407856.8000 17.3082 18740.2748 37286.0000 36864.0000
snn-ae poisson dense 0.500000 0.990000 0.1036 0.2360 -2.9860 0.4502 0.5294 409296.6000 22.6419 21866.3668 37286.0000 36864.0000
snn-ae poisson dense 1.000000 0.800000 0.0179 0.0815 0.3130 0.0154 0.4982 406899.6000 18.7379 24612.2242 37286.0000 36864.0000
snn-ae poisson dense 1.000000 0.900000 0.0478 0.1507 -0.8374 0.2168 0.5142 408126.8000 15.6841 21566.9977 37286.0000 36864.0000
snn-ae poisson dense 1.000000 0.990000 0.1045 0.2374 -3.0182 0.4821 0.5158 408251.0000 22.1904 21922.9893 37286.0000 36864.0000
snn-ae poisson dense 1.500000 0.800000 0.0308 0.0748 0.4714 0.0128 0.5036 433111.6667 14.4517 33176.5775 37286.0000 36864.0000
snn-ae poisson dense 1.500000 0.900000 0.0359 0.1273 -0.3790 0.0691 0.5134 408065.8000 13.8895 23765.3090 37286.0000 36864.0000
snn-ae poisson dense 1.500000 0.990000 0.0931 0.2219 -2.5807 0.4547 0.5224 408762.8000 15.1656 19805.1680 37286.0000 36864.0000
snn-ae poisson recurrent 0.500000 0.800000 0.0458 0.1462 -0.3376 0.1727 0.5289 409257.6000 1179.0525 104379.6562 37286.0000 36864.0000
snn-ae poisson recurrent 0.500000 0.900000 0.0625 0.1605 -0.6188 0.2730 0.5325 409534.8000 1008.5583 99595.0250 37286.0000 36864.0000
snn-ae poisson recurrent 0.500000 0.990000 0.1150 0.2376 -1.4460 0.4903 0.5486 410772.6000 1136.8847 121107.6062 37286.0000 36864.0000
snn-ae poisson recurrent 1.000000 0.800000 0.0300 0.0883 0.0789 0.0127 0.5043 433153.1667 1012.7355 99206.3438 37286.0000 36864.0000
snn-ae poisson recurrent 1.000000 0.900000 0.0400 0.1330 -1.0275 0.2046 0.5051 407431.0000 991.1935 90526.5188 37286.0000 36864.0000
snn-ae poisson recurrent 1.000000 0.990000 0.1755 0.2892 -6.8731 0.5623 0.5204 408606.4000 990.6998 104209.2672 37286.0000 36864.0000
snn-ae poisson recurrent 1.500000 0.800000 0.0280 0.0641 0.1025 0.0049 0.5007 464826.1250 954.4910 175400.9521 37286.0000 36864.0000
snn-ae poisson recurrent 1.500000 0.900000 0.0111 0.0513 0.0501 0.0154 0.5006 407085.6000 1032.9964 134359.9750 37286.0000 36864.0000
snn-ae poisson recurrent 1.500000 0.990000 0.0827 0.2034 -4.5524 0.3977 0.5007 407097.4000 1061.4140 81980.2047 37286.0000 36864.0000
transformer-ae direct transformer 0.000000 0.000000 0.5147 0.3524 0.4854 0.0000 0.0000 47554560.0000 253.1938 109108.6672 139176.0000 4755456.0000
transformer-ae latency transformer 0.000000 0.000000 0.0659 0.0956 0.6802 0.0000 0.0000 47554560.0000 301.3076 197393.7437 139176.0000 4755456.0000
transformer-ae poisson transformer 0.000000 0.000000 0.0614 0.0704 0.3941 0.0000 0.0000 47554560.0000 260.7858 118479.0703 139176.0000 4755456.0000
