Rank,Profile,Modality,Loss Type,LR,BS,HS,LS,Final Train Loss,Final Val Loss,Mean Val Loss,Best Val Loss,Epochs,Status,Error
305,20260413_024127_audio-window-snn_grid_204_lr0_0005_bs64_hs64_ls16_mse,audio-window,mse,0.0005,64,64,16,0.955587,0.955223,0.955223,0.955223,8,Success,
306,20260413_024342_audio-window-snn_grid_210_lr0_0005_bs64_hs128_ls16_mse,audio-window,mse,0.0005,64,128,16,0.955587,0.955223,0.955223,0.955223,8,Success,
307,20260413_053836_audio-window-snn_grid_180_lr0_0005_bs32_hs32_ls16_mse,audio-window,mse,0.0005,32,32,16,0.955587,0.955223,0.955223,0.955223,8,Success,
308,20260413_054839_audio-window-snn_grid_186_lr0_0005_bs32_hs64_ls16_mse,audio-window,mse,0.0005,32,64,16,0.955587,0.955223,0.955223,0.955223,8,Success,
309,20260413_055842_audio-window-snn_grid_192_lr0_0005_bs32_hs128_ls16_mse,audio-window,mse,0.0005,32,128,16,0.955587,0.955223,0.955223,0.955223,8,Success,
310,20260413_060844_audio-window-snn_grid_198_lr0_0005_bs64_hs32_ls16_mse,audio-window,mse,0.0005,64,32,16,0.955587,0.955223,0.955223,0.955223,8,Success,
311,20260413_061846_audio-window-snn_grid_204_lr0_0005_bs64_hs64_ls16_mse,audio-window,mse,0.0005,64,64,16,0.955587,0.955223,0.955223,0.955223,8,Success,
312,20260413_062849_audio-window-snn_grid_210_lr0_0005_bs64_hs128_ls16_mse,audio-window,mse,0.0005,64,128,16,0.955587,0.955223,0.955223,0.955223,8,Success,
313,20260413_020822_audio-window-snn_grid_110_lr0_0003_bs32_hs32_ls32_mse,audio-window,mse,0.0003,32,32,32,0.958458,0.955240,0.955240,0.955240,8,Success,
314,20260413_021037_audio-window-snn_grid_116_lr0_0003_bs32_hs64_ls32_mse,audio-window,mse,0.0003,32,64,32,0.958458,0.955240,0.955240,0.955240,8,Success,
315,20260413_021321_audio-window-snn_grid_122_lr0_0003_bs32_hs128_ls32_mse,audio-window,mse,0.0003,32,128,32,0.958458,0.955240,0.955240,0.955240,8,Success,
316,20260413_021531_audio-window-snn_grid_128_lr0_0003_bs64_hs32_ls32_mse,audio-window,mse,0.0003,64,32,32,0.958458,0.955240,0.955240,0.955240,8,Success,
317,20260413_021809_audio-window-snn_grid_134_lr0_0003_bs64_hs64_ls32_mse,audio-window,mse,0.0003,64,64,32,0.958458,0.955240,0.955240,0.955240,8,Success,
318,20260413_022042_audio-window-snn_grid_140_lr0_0003_bs64_hs128_ls32_mse,audio-window,mse,0.0003,64,128,32,0.958458,0.955240,0.955240,0.955240,8,Success,
319,20260413_040203_audio-window-snn_grid_110_lr0_0003_bs32_hs32_ls32_mse,audio-window,mse,0.0003,32,32,32,0.958458,0.955240,0.955240,0.955240,8,Success,
320,20260413_041204_audio-window-snn_grid_116_lr0_0003_bs32_hs64_ls32_mse,audio-window,mse,0.0003,32,64,32,0.958458,0.955240,0.955240,0.955240,8,Success,
321,20260413_042206_audio-window-snn_grid_122_lr0_0003_bs32_hs128_ls32_mse,audio-window,mse,0.0003,32,128,32,0.958458,0.955240,0.955240,0.955240,8,Success,
322,20260413_043208_audio-window-snn_grid_128_lr0_0003_bs64_hs32_ls32_mse,audio-window,mse,0.0003,64,32,32,0.958458,0.955240,0.955240,0.955240,8,Success,
323,20260413_044213_audio-window-snn_grid_134_lr0_0003_bs64_hs64_ls32_mse,audio-window,mse,0.0003,64,64,32,0.958458,0.955240,0.955240,0.955240,8,Success,
324,20260413_045215_audio-window-snn_grid_140_lr0_0003_bs64_hs128_ls32_mse,audio-window,mse,0.0003,64,128,32,0.958458,0.955240,0.955240,0.955240,8,Success,
325,20260413_023257_audio-window-snn_grid_182_lr0_0005_bs32_hs32_ls32_mse,audio-window,mse,0.0005,32,32,32,0.955580,0.955535,0.955535,0.955535,8,Success,
326,20260413_023459_audio-window-snn_grid_188_lr0_0005_bs32_hs64_ls32_mse,audio-window,mse,0.0005,32,64,32,0.955580,0.955535,0.955535,0.955535,8,Success,
327,20260413_023742_audio-window-snn_grid_194_lr0_0005_bs32_hs128_ls32_mse,audio-window,mse,0.0005,32,128,32,0.955580,0.955535,0.955535,0.955535,8,Success,
328,20260413_023956_audio-window-snn_grid_200_lr0_0005_bs64_hs32_ls32_mse,audio-window,mse,0.0005,64,32,32,0.955580,0.955535,0.955535,0.955535,8,Success,
329,20260413_024240_audio-window-snn_grid_206_lr0_0005_bs64_hs64_ls32_mse,audio-window,mse,0.0005,64,64,32,0.955580,0.955535,0.955535,0.955535,8,Success,
330,20260413_024442_audio-window-snn_grid_212_lr0_0005_bs64_hs128_ls32_mse,audio-window,mse,0.0005,64,128,32,0.955580,0.955535,0.955535,0.955535,8,Success,
331,20260413_054158_audio-window-snn_grid_182_lr0_0005_bs32_hs32_ls32_mse,audio-window,mse,0.0005,32,32,32,0.955580,0.955535,0.955535,0.955535,8,Success,
332,20260413_055200_audio-window-snn_grid_188_lr0_0005_bs32_hs64_ls32_mse,audio-window,mse,0.0005,32,64,32,0.955580,0.955535,0.955535,0.955535,8,Success,
333,20260413_060202_audio-window-snn_grid_194_lr0_0005_bs32_hs128_ls32_mse,audio-window,mse,0.0005,32,128,32,0.955580,0.955535,0.955535,0.955535,8,Success,
334,20260413_061204_audio-window-snn_grid_200_lr0_0005_bs64_hs32_ls32_mse,audio-window,mse,0.0005,64,32,32,0.955580,0.955535,0.955535,0.955535,8,Success,
335,20260413_062206_audio-window-snn_grid_206_lr0_0005_bs64_hs64_ls32_mse,audio-window,mse,0.0005,64,64,32,0.955580,0.955535,0.955535,0.955535,8,Success,
336,20260413_063209_audio-window-snn_grid_212_lr0_0005_bs64_hs128_ls32_mse,audio-window,mse,0.0005,64,128,32,0.955580,0.955535,0.955535,0.955535,8,Success,
337,20260413_025629_audio-window-snn_grid_252_lr0_0010_bs32_hs32_ls16_mse,audio-window,mse,0.0010,32,32,16,0.954957,0.955740,0.955740,0.955740,8,Success,
338,20260413_025756_audio-window-snn_grid_258_lr0_0010_bs32_hs64_ls16_mse,audio-window,mse,0.0010,32,64,16,0.954957,0.955740,0.955740,0.955740,8,Success,
339,20260413_030056_audio-window-snn_grid_264_lr0_0010_bs32_hs128_ls16_mse,audio-window,mse,0.0010,32,128,16,0.954957,0.955740,0.955740,0.955740,8,Success,
340,20260413_030255_audio-window-snn_grid_270_lr0_0010_bs64_hs32_ls16_mse,audio-window,mse,0.0010,64,32,16,0.954957,0.955740,0.955740,0.955740,8,Success,
341,20260413_030524_audio-window-snn_grid_276_lr0_0010_bs64_hs64_ls16_mse,audio-window,mse,0.0010,64,64,16,0.954957,0.955740,0.955740,0.955740,8,Success,
342,20260413_030737_audio-window-snn_grid_282_lr0_0010_bs64_hs128_ls16_mse,audio-window,mse,0.0010,64,128,16,0.954957,0.955740,0.955740,0.955740,8,Success,
343,20260413_071836_audio-window-snn_grid_252_lr0_0010_bs32_hs32_ls16_mse,audio-window,mse,0.0010,32,32,16,0.954957,0.955740,0.955740,0.955740,8,Success,
344,20260413_072843_audio-window-snn_grid_258_lr0_0010_bs32_hs64_ls16_mse,audio-window,mse,0.0010,32,64,16,0.954957,0.955740,0.955740,0.955740,8,Success,
345,20260413_073848_audio-window-snn_grid_264_lr0_0010_bs32_hs128_ls16_mse,audio-window,mse,0.0010,32,128,16,0.954957,0.955740,0.955740,0.955740,8,Success,
346,20260413_074851_audio-window-snn_grid_270_lr0_0010_bs64_hs32_ls16_mse,audio-window,mse,0.0010,64,32,16,0.954957,0.955740,0.955740,0.955740,8,Success,
347,20260413_075855_audio-window-snn_grid_276_lr0_0010_bs64_hs64_ls16_mse,audio-window,mse,0.0010,64,64,16,0.954957,0.955740,0.955740,0.955740,8,Success,
348,20260413_080856_audio-window-snn_grid_282_lr0_0010_bs64_hs128_ls16_mse,audio-window,mse,0.0010,64,128,16,0.954957,0.955740,0.955740,0.955740,8,Success,
349,20260413_012914_audio-window-snn_grid_040_lr0_0001_bs32_hs32_ls64_mse,audio-window,mse,0.0001,32,32,64,0.956027,0.955838,0.955838,0.955838,8,Success,
350,20260413_013918_audio-window-snn_grid_046_lr0_0001_bs32_hs64_ls64_mse,audio-window,mse,0.0001,32,64,64,0.956027,0.955838,0.955838,0.955838,8,Success,
351,20260413_014904_audio-window-snn_grid_052_lr0_0001_bs32_hs128_ls64_mse,audio-window,mse,0.0001,32,128,64,0.956027,0.955838,0.955838,0.955838,8,Success,
352,20260413_015147_audio-window-snn_grid_058_lr0_0001_bs64_hs32_ls64_mse,audio-window,mse,0.0001,64,32,64,0.956027,0.955838,0.955838,0.955838,8,Success,
353,20260413_015421_audio-window-snn_grid_064_lr0_0001_bs64_hs64_ls64_mse,audio-window,mse,0.0001,64,64,64,0.956027,0.955838,0.955838,0.955838,8,Success,
354,20260413_015705_audio-window-snn_grid_070_lr0_0001_bs64_hs128_ls64_mse,audio-window,mse,0.0001,64,128,64,0.956027,0.955838,0.955838,0.955838,8,Success,
355,20260413_015807_audio-window-snn_grid_052_lr0_0001_bs32_hs128_ls64_mse,audio-window,mse,0.0001,32,128,64,0.956027,0.955838,0.955838,0.955838,8,Success,
356,20260413_022829_audio-window-snn_grid_058_lr0_0001_bs64_hs32_ls64_mse,audio-window,mse,0.0001,64,32,64,0.956027,0.955838,0.955838,0.955838,8,Success,
357,20260413_025804_audio-window-snn_grid_064_lr0_0001_bs64_hs64_ls64_mse,audio-window,mse,0.0001,64,64,64,0.956027,0.955838,0.955838,0.955838,8,Success,
358,20260413_031539_audio-window-snn_grid_070_lr0_0001_bs64_hs128_ls64_mse,audio-window,mse,0.0001,64,128,64,0.956027,0.955838,0.955838,0.955838,8,Success,
359,20260413_025657_audio-window-snn_grid_254_lr0_0010_bs32_hs32_ls32_mse,audio-window,mse,0.0010,32,32,32,0.956193,0.956602,0.956602,0.956602,8,Success,
360,20260413_025847_audio-window-snn_grid_260_lr0_0010_bs32_hs64_ls32_mse,audio-window,mse,0.0010,32,64,32,0.956193,0.956602,0.956602,0.956602,8,Success,
361,20260413_030146_audio-window-snn_grid_266_lr0_0010_bs32_hs128_ls32_mse,audio-window,mse,0.0010,32,128,32,0.956193,0.956602,0.956602,0.956602,8,Success,
362,20260413_030400_audio-window-snn_grid_272_lr0_0010_bs64_hs32_ls32_mse,audio-window,mse,0.0010,64,32,32,0.956193,0.956602,0.956602,0.956602,8,Success,
363,20260413_030642_audio-window-snn_grid_278_lr0_0010_bs64_hs64_ls32_mse,audio-window,mse,0.0010,64,64,32,0.956193,0.956602,0.956602,0.956602,8,Success,
364,20260413_030831_audio-window-snn_grid_284_lr0_0010_bs64_hs128_ls32_mse,audio-window,mse,0.0010,64,128,32,0.956193,0.956602,0.956602,0.956602,8,Success,
365,20260413_072159_audio-window-snn_grid_254_lr0_0010_bs32_hs32_ls32_mse,audio-window,mse,0.0010,32,32,32,0.956193,0.956602,0.956602,0.956602,8,Success,
366,20260413_073204_audio-window-snn_grid_260_lr0_0010_bs32_hs64_ls32_mse,audio-window,mse,0.0010,32,64,32,0.956193,0.956602,0.956602,0.956602,8,Success,
367,20260413_074209_audio-window-snn_grid_266_lr0_0010_bs32_hs128_ls32_mse,audio-window,mse,0.0010,32,128,32,0.956193,0.956602,0.956602,0.956602,8,Success,
368,20260413_075212_audio-window-snn_grid_272_lr0_0010_bs64_hs32_ls32_mse,audio-window,mse,0.0010,64,32,32,0.956193,0.956602,0.956602,0.956602,8,Success,
369,20260413_080215_audio-window-snn_grid_278_lr0_0010_bs64_hs64_ls32_mse,audio-window,mse,0.0010,64,64,32,0.956193,0.956602,0.956602,0.956602,8,Success,
370,20260413_081217_audio-window-snn_grid_284_lr0_0010_bs64_hs128_ls32_mse,audio-window,mse,0.0010,64,128,32,0.956193,0.956602,0.956602,0.956602,8,Success,
371,20260413_025720_audio-window-snn_grid_256_lr0_0010_bs32_hs32_ls64_mse,audio-window,mse,0.0010,32,32,64,0.956908,0.957292,0.957292,0.957292,8,Success,
372,20260413_025938_audio-window-snn_grid_262_lr0_0010_bs32_hs64_ls64_mse,audio-window,mse,0.0010,32,64,64,0.956908,0.957292,0.957292,0.957292,8,Success,
373,20260413_030222_audio-window-snn_grid_268_lr0_0010_bs32_hs128_ls64_mse,audio-window,mse,0.0010,32,128,64,0.956908,0.957292,0.957292,0.957292,8,Success,
374,20260413_030436_audio-window-snn_grid_274_lr0_0010_bs64_hs32_ls64_mse,audio-window,mse,0.0010,64,32,64,0.956908,0.957292,0.957292,0.957292,8,Success,
375,20260413_030716_audio-window-snn_grid_280_lr0_0010_bs64_hs64_ls64_mse,audio-window,mse,0.0010,64,64,64,0.956908,0.957292,0.957292,0.957292,8,Success,
376,20260413_030919_audio-window-snn_grid_286_lr0_0010_bs64_hs128_ls64_mse,audio-window,mse,0.0010,64,128,64,0.956908,0.957292,0.957292,0.957292,8,Success,
377,20260413_072521_audio-window-snn_grid_256_lr0_0010_bs32_hs32_ls64_mse,audio-window,mse,0.0010,32,32,64,0.956908,0.957292,0.957292,0.957292,8,Success,
378,20260413_073526_audio-window-snn_grid_262_lr0_0010_bs32_hs64_ls64_mse,audio-window,mse,0.0010,32,64,64,0.956908,0.957292,0.957292,0.957292,8,Success,
379,20260413_074530_audio-window-snn_grid_268_lr0_0010_bs32_hs128_ls64_mse,audio-window,mse,0.0010,32,128,64,0.956908,0.957292,0.957292,0.957292,8,Success,
380,20260413_075534_audio-window-snn_grid_274_lr0_0010_bs64_hs32_ls64_mse,audio-window,mse,0.0010,64,32,64,0.956908,0.957292,0.957292,0.957292,8,Success,
381,20260413_080536_audio-window-snn_grid_280_lr0_0010_bs64_hs64_ls64_mse,audio-window,mse,0.0010,64,64,64,0.956908,0.957292,0.957292,0.957292,8,Success,
382,20260413_081538_audio-window-snn_grid_286_lr0_0010_bs64_hs128_ls64_mse,audio-window,mse,0.0010,64,128,64,0.956908,0.957292,0.957292,0.957292,8,Success,
383,20260413_020806_audio-window-snn_grid_108_lr0_0003_bs32_hs32_ls16_mse,audio-window,mse,0.0003,32,32,16,0.956830,0.957860,0.957860,0.957860,8,Success,
384,20260413_020943_audio-window-snn_grid_114_lr0_0003_bs32_hs64_ls16_mse,audio-window,mse,0.0003,32,64,16,0.956830,0.957860,0.957860,0.957860,8,Success,
385,20260413_021233_audio-window-snn_grid_120_lr0_0003_bs32_hs128_ls16_mse,audio-window,mse,0.0003,32,128,16,0.956830,0.957860,0.957860,0.957860,8,Success,
386,20260413_021433_audio-window-snn_grid_126_lr0_0003_bs64_hs32_ls16_mse,audio-window,mse,0.0003,64,32,16,0.956830,0.957860,0.957860,0.957860,8,Success,
387,20260413_021702_audio-window-snn_grid_132_lr0_0003_bs64_hs64_ls16_mse,audio-window,mse,0.0003,64,64,16,0.956830,0.957860,0.957860,0.957860,8,Success,
388,20260413_021930_audio-window-snn_grid_138_lr0_0003_bs64_hs128_ls16_mse,audio-window,mse,0.0003,64,128,16,0.956830,0.957860,0.957860,0.957860,8,Success,
389,20260413_035842_audio-window-snn_grid_108_lr0_0003_bs32_hs32_ls16_mse,audio-window,mse,0.0003,32,32,16,0.956830,0.957860,0.957860,0.957860,8,Success,
390,20260413_040843_audio-window-snn_grid_114_lr0_0003_bs32_hs64_ls16_mse,audio-window,mse,0.0003,32,64,16,0.956830,0.957860,0.957860,0.957860,8,Success,
391,20260413_041846_audio-window-snn_grid_120_lr0_0003_bs32_hs128_ls16_mse,audio-window,mse,0.0003,32,128,16,0.956830,0.957860,0.957860,0.957860,8,Success,
392,20260413_042848_audio-window-snn_grid_126_lr0_0003_bs64_hs32_ls16_mse,audio-window,mse,0.0003,64,32,16,0.956830,0.957860,0.957860,0.957860,8,Success,
393,20260413_043852_audio-window-snn_grid_132_lr0_0003_bs64_hs64_ls16_mse,audio-window,mse,0.0003,64,64,16,0.956830,0.957860,0.957860,0.957860,8,Success,
394,20260413_044855_audio-window-snn_grid_138_lr0_0003_bs64_hs128_ls16_mse,audio-window,mse,0.0003,64,128,16,0.956830,0.957860,0.957860,0.957860,8,Success,
395,20260413_023316_audio-window-snn_grid_184_lr0_0005_bs32_hs32_ls64_mse,audio-window,mse,0.0005,32,32,64,0.956406,0.959598,0.959598,0.959598,8,Success,
396,20260413_023531_audio-window-snn_grid_190_lr0_0005_bs32_hs64_ls64_mse,audio-window,mse,0.0005,32,64,64,0.956406,0.959598,0.959598,0.959598,8,Success,
397,20260413_023819_audio-window-snn_grid_196_lr0_0005_bs32_hs128_ls64_mse,audio-window,mse,0.0005,32,128,64,0.956406,0.959598,0.959598,0.959598,8,Success,
398,20260413_024047_audio-window-snn_grid_202_lr0_0005_bs64_hs32_ls64_mse,audio-window,mse,0.0005,64,32,64,0.956406,0.959598,0.959598,0.959598,8,Success,
399,20260413_024328_audio-window-snn_grid_208_lr0_0005_bs64_hs64_ls64_mse,audio-window,mse,0.0005,64,64,64,0.956406,0.959598,0.959598,0.959598,8,Success,
400,20260413_024525_audio-window-snn_grid_214_lr0_0005_bs64_hs128_ls64_mse,audio-window,mse,0.0005,64,128,64,0.956406,0.959598,0.959598,0.959598,8,Success,
401,20260413_054519_audio-window-snn_grid_184_lr0_0005_bs32_hs32_ls64_mse,audio-window,mse,0.0005,32,32,64,0.956406,0.959598,0.959598,0.959598,8,Success,
402,20260413_055521_audio-window-snn_grid_190_lr0_0005_bs32_hs64_ls64_mse,audio-window,mse,0.0005,32,64,64,0.956406,0.959598,0.959598,0.959598,8,Success,
403,20260413_060523_audio-window-snn_grid_196_lr0_0005_bs32_hs128_ls64_mse,audio-window,mse,0.0005,32,128,64,0.956406,0.959598,0.959598,0.959598,8,Success,
404,20260413_061525_audio-window-snn_grid_202_lr0_0005_bs64_hs32_ls64_mse,audio-window,mse,0.0005,64,32,64,0.956406,0.959598,0.959598,0.959598,8,Success,
405,20260413_062527_audio-window-snn_grid_208_lr0_0005_bs64_hs64_ls64_mse,audio-window,mse,0.0005,64,64,64,0.956406,0.959598,0.959598,0.959598,8,Success,
406,20260413_063530_audio-window-snn_grid_214_lr0_0005_bs64_hs128_ls64_mse,audio-window,mse,0.0005,64,128,64,0.956406,0.959598,0.959598,0.959598,8,Success,
407,20260413_020851_audio-window-snn_grid_112_lr0_0003_bs32_hs32_ls64_mse,audio-window,mse,0.0003,32,32,64,0.957470,0.962261,0.962261,0.962261,8,Success,
408,20260413_021107_audio-window-snn_grid_118_lr0_0003_bs32_hs64_ls64_mse,audio-window,mse,0.0003,32,64,64,0.957470,0.962261,0.962261,0.962261,8,Success,
409,20260413_021348_audio-window-snn_grid_124_lr0_0003_bs32_hs128_ls64_mse,audio-window,mse,0.0003,32,128,64,0.957470,0.962261,0.962261,0.962261,8,Success,
410,20260413_021628_audio-window-snn_grid_130_lr0_0003_bs64_hs32_ls64_mse,audio-window,mse,0.0003,64,32,64,0.957470,0.962261,0.962261,0.962261,8,Success,
411,20260413_021851_audio-window-snn_grid_136_lr0_0003_bs64_hs64_ls64_mse,audio-window,mse,0.0003,64,64,64,0.957470,0.962261,0.962261,0.962261,8,Success,
412,20260413_022123_audio-window-snn_grid_142_lr0_0003_bs64_hs128_ls64_mse,audio-window,mse,0.0003,64,128,64,0.957470,0.962261,0.962261,0.962261,8,Success,
413,20260413_040523_audio-window-snn_grid_112_lr0_0003_bs32_hs32_ls64_mse,audio-window,mse,0.0003,32,32,64,0.957470,0.962261,0.962261,0.962261,8,Success,
414,20260413_041524_audio-window-snn_grid_118_lr0_0003_bs32_hs64_ls64_mse,audio-window,mse,0.0003,32,64,64,0.957470,0.962261,0.962261,0.962261,8,Success,
415,20260413_042526_audio-window-snn_grid_124_lr0_0003_bs32_hs128_ls64_mse,audio-window,mse,0.0003,32,128,64,0.957470,0.962261,0.962261,0.962261,8,Success,
416,20260413_043530_audio-window-snn_grid_130_lr0_0003_bs64_hs32_ls64_mse,audio-window,mse,0.0003,64,32,64,0.957470,0.962261,0.962261,0.962261,8,Success,
417,20260413_044533_audio-window-snn_grid_136_lr0_0003_bs64_hs64_ls64_mse,audio-window,mse,0.0003,64,64,64,0.957470,0.962261,0.962261,0.962261,8,Success,
418,20260413_045536_audio-window-snn_grid_142_lr0_0003_bs64_hs128_ls64_mse,audio-window,mse,0.0003,64,128,64,0.957470,0.962261,0.962261,0.962261,8,Success,
419,20260413_015514_audio-window-snn_grid_072_lr0_0003_bs8_hs32_ls16_mse,audio-window,mse,0.0003,8,32,16,1.000280,0.996440,0.996440,0.996440,8,Success,
420,20260413_015847_audio-window-snn_grid_078_lr0_0003_bs8_hs64_ls16_mse,audio-window,mse,0.0003,8,64,16,1.000280,0.996440,0.996440,0.996440,8,Success,
421,20260413_015950_audio-window-snn_grid_084_lr0_0003_bs8_hs128_ls16_mse,audio-window,mse,0.0003,8,128,16,1.000280,0.996440,0.996440,0.996440,8,Success,
422,20260413_031825_audio-window-snn_grid_072_lr0_0003_bs8_hs32_ls16_mse,audio-window,mse,0.0003,8,32,16,1.000280,0.996440,0.996440,0.996440,8,Success,
423,20260413_032420_audio-window-snn_grid_078_lr0_0003_bs8_hs64_ls16_mse,audio-window,mse,0.0003,8,64,16,1.000280,0.996440,0.996440,0.996440,8,Success,
424,20260413_033015_audio-window-snn_grid_084_lr0_0003_bs8_hs128_ls16_mse,audio-window,mse,0.0003,8,128,16,1.000280,0.996440,0.996440,0.996440,8,Success,
425,20260413_022135_audio-window-snn_grid_146_lr0_0005_bs8_hs32_ls32_mse,audio-window,mse,0.0005,8,32,32,0.998492,0.996443,0.996443,0.996443,8,Success,
426,20260413_022332_audio-window-snn_grid_152_lr0_0005_bs8_hs64_ls32_mse,audio-window,mse,0.0005,8,64,32,0.998492,0.996443,0.996443,0.996443,8,Success,
427,20260413_022448_audio-window-snn_grid_158_lr0_0005_bs8_hs128_ls32_mse,audio-window,mse,0.0005,8,128,32,0.998492,0.996443,0.996443,0.996443,8,Success,
428,20260413_050019_audio-window-snn_grid_146_lr0_0005_bs8_hs32_ls32_mse,audio-window,mse,0.0005,8,32,32,0.998492,0.996443,0.996443,0.996443,8,Success,
429,20260413_050614_audio-window-snn_grid_152_lr0_0005_bs8_hs64_ls32_mse,audio-window,mse,0.0005,8,64,32,0.998492,0.996443,0.996443,0.996443,8,Success,
430,20260413_051209_audio-window-snn_grid_158_lr0_0005_bs8_hs128_ls32_mse,audio-window,mse,0.0005,8,128,32,0.998492,0.996443,0.996443,0.996443,8,Success,
431,20260413_005402_audio-window-snn_grid_012_lr0_0001_bs8_hs128_ls16_mse,audio-window,mse,0.0001,8,128,16,0.996779,0.996448,0.996448,0.996448,8,Success,
432,20260413_014704_audio-window-snn_grid_000_lr0_0001_bs8_hs32_ls16_mse,audio-window,mse,0.0001,8,32,16,0.996779,0.996448,0.996448,0.996448,8,Success,
433,20260413_014706_audio-window-snn_grid_006_lr0_0001_bs8_hs64_ls16_mse,audio-window,mse,0.0001,8,64,16,0.996779,0.996448,0.996448,0.996448,8,Success,
434,20260413_022018_audio-window-snn_grid_144_lr0_0005_bs8_hs32_ls16_mse,audio-window,mse,0.0005,8,32,16,0.997649,0.997169,0.997169,0.997169,8,Success,
435,20260413_022251_audio-window-snn_grid_150_lr0_0005_bs8_hs64_ls16_mse,audio-window,mse,0.0005,8,64,16,0.997649,0.997169,0.997169,0.997169,8,Success,
436,20260413_022422_audio-window-snn_grid_156_lr0_0005_bs8_hs128_ls16_mse,audio-window,mse,0.0005,8,128,16,0.997649,0.997169,0.997169,0.997169,8,Success,
437,20260413_045821_audio-window-snn_grid_144_lr0_0005_bs8_hs32_ls16_mse,audio-window,mse,0.0005,8,32,16,0.997649,0.997169,0.997169,0.997169,8,Success,
438,20260413_050416_audio-window-snn_grid_150_lr0_0005_bs8_hs64_ls16_mse,audio-window,mse,0.0005,8,64,16,0.997649,0.997169,0.997169,0.997169,8,Success,
439,20260413_051011_audio-window-snn_grid_156_lr0_0005_bs8_hs128_ls16_mse,audio-window,mse,0.0005,8,128,16,0.997649,0.997169,0.997169,0.997169,8,Success,
440,20260413_005005_audio-window-snn_grid_008_lr0_0001_bs8_hs64_ls32_mse,audio-window,mse,0.0001,8,64,32,0.996495,0.997307,0.997307,0.997307,8,Success,
441,20260413_005601_audio-window-snn_grid_014_lr0_0001_bs8_hs128_ls32_mse,audio-window,mse,0.0001,8,128,32,0.996495,0.997307,0.997307,0.997307,8,Success,
442,20260413_014657_audio-window-snn_grid_002_lr0_0001_bs8_hs32_ls32_mse,audio-window,mse,0.0001,8,32,32,0.996495,0.997307,0.997307,0.997307,8,Success,
443,20260413_024621_audio-window-snn_grid_220_lr0_0010_bs8_hs32_ls64_mse,audio-window,mse,0.0010,8,32,64,0.998978,0.997369,0.997369,0.997369,8,Success,
444,20260413_024804_audio-window-snn_grid_226_lr0_0010_bs8_hs64_ls64_mse,audio-window,mse,0.0010,8,64,64,0.998978,0.997369,0.997369,0.997369,8,Success,
445,20260413_024914_audio-window-snn_grid_232_lr0_0010_bs8_hs128_ls64_mse,audio-window,mse,0.0010,8,128,64,0.998978,0.997369,0.997369,0.997369,8,Success,
446,20260413_064213_audio-window-snn_grid_220_lr0_0010_bs8_hs32_ls64_mse,audio-window,mse,0.0010,8,32,64,0.998978,0.997369,0.997369,0.997369,8,Success,
447,20260413_064809_audio-window-snn_grid_226_lr0_0010_bs8_hs64_ls64_mse,audio-window,mse,0.0010,8,64,64,0.998978,0.997369,0.997369,0.997369,8,Success,
448,20260413_065405_audio-window-snn_grid_232_lr0_0010_bs8_hs128_ls64_mse,audio-window,mse,0.0010,8,128,64,0.998978,0.997369,0.997369,0.997369,8,Success,
449,20260413_005204_audio-window-snn_grid_010_lr0_0001_bs8_hs64_ls64_mse,audio-window,mse,0.0001,8,64,64,0.996496,0.997534,0.997534,0.997534,8,Success,
450,20260413_005800_audio-window-snn_grid_016_lr0_0001_bs8_hs128_ls64_mse,audio-window,mse,0.0001,8,128,64,0.996496,0.997534,0.997534,0.997534,8,Success,
451,20260413_014707_audio-window-snn_grid_004_lr0_0001_bs8_hs32_ls64_mse,audio-window,mse,0.0001,8,32,64,0.996496,0.997534,0.997534,0.997534,8,Success,
452,20260413_030710_eeg-window-snn_grid_002_lr0_0001_bs16_mse,eeg-window,mse,0.0001,16,32,16,0.998190,0.998010,0.998010,0.998010,8,Success,
453,20260413_081756_eeg-window-snn_grid_002_lr0_0001_bs16_mse,eeg-window,mse,0.0001,16,32,16,0.998190,0.998010,0.998010,0.998010,8,Success,
454,20260413_030744_eeg-window-snn_grid_004_lr0_0001_bs32_mse,eeg-window,mse,0.0001,32,32,16,0.998618,0.998873,0.998873,0.998873,8,Success,
455,20260413_081821_eeg-window-snn_grid_004_lr0_0001_bs32_mse,eeg-window,mse,0.0001,32,32,16,0.998618,0.998873,0.998873,0.998873,8,Success,
456,20260413_015656_audio-window-snn_grid_074_lr0_0003_bs8_hs32_ls32_mse,audio-window,mse,0.0003,8,32,32,0.997631,0.999106,0.999106,0.999106,8,Success,
457,20260413_015903_audio-window-snn_grid_080_lr0_0003_bs8_hs64_ls32_mse,audio-window,mse,0.0003,8,64,32,0.997631,0.999106,0.999106,0.999106,8,Success,
458,20260413_020017_audio-window-snn_grid_086_lr0_0003_bs8_hs128_ls32_mse,audio-window,mse,0.0003,8,128,32,0.997631,0.999106,0.999106,0.999106,8,Success,
459,20260413_032022_audio-window-snn_grid_074_lr0_0003_bs8_hs32_ls32_mse,audio-window,mse,0.0003,8,32,32,0.997631,0.999106,0.999106,0.999106,8,Success,
460,20260413_032618_audio-window-snn_grid_080_lr0_0003_bs8_hs64_ls32_mse,audio-window,mse,0.0003,8,64,32,0.997631,0.999106,0.999106,0.999106,8,Success,
