Rank,Profile,Modality,Loss Type,LR,BS,HS,LS,Final Train Loss,Final Val Loss,Mean Val Loss,Best Val Loss,Epochs,Status,Error
610,20260413_030908_fused-window-snn_grid_047_lr0_0003_bs8_hs128_ls64_mae,fused-window,mae,0.0003,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
611,20260413_030908_fused-window-snn_grid_048_lr0_0003_bs16_hs64_ls32_mse,fused-window,mse,0.0003,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
612,20260413_030908_fused-window-snn_grid_049_lr0_0003_bs16_hs64_ls32_mae,fused-window,mae,0.0003,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
613,20260413_030908_fused-window-snn_grid_050_lr0_0003_bs16_hs64_ls64_mse,fused-window,mse,0.0003,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
614,20260413_030908_fused-window-snn_grid_051_lr0_0003_bs16_hs64_ls64_mae,fused-window,mae,0.0003,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
615,20260413_030909_fused-window-snn_grid_052_lr0_0003_bs16_hs128_ls32_mse,fused-window,mse,0.0003,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
616,20260413_030910_fused-window-snn_grid_053_lr0_0003_bs16_hs128_ls32_mae,fused-window,mae,0.0003,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
617,20260413_030911_fused-window-snn_grid_054_lr0_0003_bs16_hs128_ls64_mse,fused-window,mse,0.0003,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
618,20260413_030912_fused-window-snn_grid_055_lr0_0003_bs16_hs128_ls64_mae,fused-window,mae,0.0003,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
619,20260413_030913_fused-window-snn_grid_056_lr0_0003_bs32_hs64_ls32_mse,fused-window,mse,0.0003,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
620,20260413_030913_fused-window-snn_grid_057_lr0_0003_bs32_hs64_ls32_mae,fused-window,mae,0.0003,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
621,20260413_030913_fused-window-snn_grid_058_lr0_0003_bs32_hs64_ls64_mse,fused-window,mse,0.0003,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
622,20260413_030914_fused-window-snn_grid_059_lr0_0003_bs32_hs64_ls64_mae,fused-window,mae,0.0003,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
623,20260413_030915_fused-window-snn_grid_060_lr0_0003_bs32_hs128_ls32_mse,fused-window,mse,0.0003,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
624,20260413_030915_fused-window-snn_grid_061_lr0_0003_bs32_hs128_ls32_mae,fused-window,mae,0.0003,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
625,20260413_030917_fused-window-snn_grid_062_lr0_0003_bs32_hs128_ls64_mse,fused-window,mse,0.0003,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
626,20260413_030917_fused-window-snn_grid_064_lr0_0005_bs4_hs64_ls32_mse,fused-window,mse,0.0005,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
627,20260413_030917_fused-window-snn_grid_065_lr0_0005_bs4_hs64_ls32_mae,fused-window,mae,0.0005,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
628,20260413_030918_fused-window-snn_grid_063_lr0_0003_bs32_hs128_ls64_mae,fused-window,mae,0.0003,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
629,20260413_030918_fused-window-snn_grid_066_lr0_0005_bs4_hs64_ls64_mse,fused-window,mse,0.0005,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
630,20260413_030918_fused-window-snn_grid_067_lr0_0005_bs4_hs64_ls64_mae,fused-window,mae,0.0005,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
631,20260413_030919_fused-window-snn_grid_068_lr0_0005_bs4_hs128_ls32_mse,fused-window,mse,0.0005,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
632,20260413_030919_fused-window-snn_grid_069_lr0_0005_bs4_hs128_ls32_mae,fused-window,mae,0.0005,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
633,20260413_030920_fused-window-snn_grid_070_lr0_0005_bs4_hs128_ls64_mse,fused-window,mse,0.0005,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
634,20260413_030921_fused-window-snn_grid_071_lr0_0005_bs4_hs128_ls64_mae,fused-window,mae,0.0005,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
635,20260413_030922_fused-window-snn_grid_072_lr0_0005_bs8_hs64_ls32_mse,fused-window,mse,0.0005,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
636,20260413_030922_fused-window-snn_grid_073_lr0_0005_bs8_hs64_ls32_mae,fused-window,mae,0.0005,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
637,20260413_030922_fused-window-snn_grid_074_lr0_0005_bs8_hs64_ls64_mse,fused-window,mse,0.0005,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
638,20260413_030922_fused-window-snn_grid_075_lr0_0005_bs8_hs64_ls64_mae,fused-window,mae,0.0005,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
639,20260413_030922_fused-window-snn_grid_076_lr0_0005_bs8_hs128_ls32_mse,fused-window,mse,0.0005,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
640,20260413_030923_fused-window-snn_grid_077_lr0_0005_bs8_hs128_ls32_mae,fused-window,mae,0.0005,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
641,20260413_030924_fused-window-snn_grid_078_lr0_0005_bs8_hs128_ls64_mse,fused-window,mse,0.0005,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
642,20260413_030924_fused-window-snn_grid_079_lr0_0005_bs8_hs128_ls64_mae,fused-window,mae,0.0005,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
643,20260413_030925_fused-window-snn_grid_080_lr0_0005_bs16_hs64_ls32_mse,fused-window,mse,0.0005,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
644,20260413_030926_fused-window-snn_grid_081_lr0_0005_bs16_hs64_ls32_mae,fused-window,mae,0.0005,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
645,20260413_030926_fused-window-snn_grid_082_lr0_0005_bs16_hs64_ls64_mse,fused-window,mse,0.0005,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
646,20260413_030927_fused-window-snn_grid_083_lr0_0005_bs16_hs64_ls64_mae,fused-window,mae,0.0005,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
647,20260413_030927_fused-window-snn_grid_084_lr0_0005_bs16_hs128_ls32_mse,fused-window,mse,0.0005,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
648,20260413_030927_fused-window-snn_grid_085_lr0_0005_bs16_hs128_ls32_mae,fused-window,mae,0.0005,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
649,20260413_030927_fused-window-snn_grid_086_lr0_0005_bs16_hs128_ls64_mse,fused-window,mse,0.0005,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
650,20260413_030928_fused-window-snn_grid_087_lr0_0005_bs16_hs128_ls64_mae,fused-window,mae,0.0005,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
651,20260413_030928_fused-window-snn_grid_088_lr0_0005_bs32_hs64_ls32_mse,fused-window,mse,0.0005,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
652,20260413_030929_fused-window-snn_grid_089_lr0_0005_bs32_hs64_ls32_mae,fused-window,mae,0.0005,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
653,20260413_030929_fused-window-snn_grid_090_lr0_0005_bs32_hs64_ls64_mse,fused-window,mse,0.0005,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
654,20260413_030930_fused-window-snn_grid_091_lr0_0005_bs32_hs64_ls64_mae,fused-window,mae,0.0005,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
655,20260413_030930_fused-window-snn_grid_092_lr0_0005_bs32_hs128_ls32_mse,fused-window,mse,0.0005,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
656,20260413_030931_fused-window-snn_grid_093_lr0_0005_bs32_hs128_ls32_mae,fused-window,mae,0.0005,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
657,20260413_030931_fused-window-snn_grid_094_lr0_0005_bs32_hs128_ls64_mse,fused-window,mse,0.0005,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
658,20260413_030931_fused-window-snn_grid_095_lr0_0005_bs32_hs128_ls64_mae,fused-window,mae,0.0005,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
659,20260413_082102_fused-window-snn_grid_000_lr0_0001_bs4_hs64_ls32_mse,fused-window,mse,0.0001,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
660,20260413_082104_fused-window-snn_grid_001_lr0_0001_bs4_hs64_ls32_mae,fused-window,mae,0.0001,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
661,20260413_082106_fused-window-snn_grid_002_lr0_0001_bs4_hs64_ls64_mse,fused-window,mse,0.0001,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
662,20260413_082108_fused-window-snn_grid_003_lr0_0001_bs4_hs64_ls64_mae,fused-window,mae,0.0001,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
663,20260413_082110_fused-window-snn_grid_004_lr0_0001_bs4_hs128_ls32_mse,fused-window,mse,0.0001,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
664,20260413_082112_fused-window-snn_grid_005_lr0_0001_bs4_hs128_ls32_mae,fused-window,mae,0.0001,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
665,20260413_082114_fused-window-snn_grid_006_lr0_0001_bs4_hs128_ls64_mse,fused-window,mse,0.0001,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
666,20260413_082116_fused-window-snn_grid_007_lr0_0001_bs4_hs128_ls64_mae,fused-window,mae,0.0001,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
667,20260413_082118_fused-window-snn_grid_008_lr0_0001_bs8_hs64_ls32_mse,fused-window,mse,0.0001,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
668,20260413_082120_fused-window-snn_grid_009_lr0_0001_bs8_hs64_ls32_mae,fused-window,mae,0.0001,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
669,20260413_082122_fused-window-snn_grid_010_lr0_0001_bs8_hs64_ls64_mse,fused-window,mse,0.0001,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
670,20260413_082124_fused-window-snn_grid_011_lr0_0001_bs8_hs64_ls64_mae,fused-window,mae,0.0001,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
671,20260413_082126_fused-window-snn_grid_012_lr0_0001_bs8_hs128_ls32_mse,fused-window,mse,0.0001,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
672,20260413_082128_fused-window-snn_grid_013_lr0_0001_bs8_hs128_ls32_mae,fused-window,mae,0.0001,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
673,20260413_082130_fused-window-snn_grid_014_lr0_0001_bs8_hs128_ls64_mse,fused-window,mse,0.0001,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
674,20260413_082132_fused-window-snn_grid_015_lr0_0001_bs8_hs128_ls64_mae,fused-window,mae,0.0001,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
675,20260413_082135_fused-window-snn_grid_016_lr0_0001_bs16_hs64_ls32_mse,fused-window,mse,0.0001,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
676,20260413_082137_fused-window-snn_grid_017_lr0_0001_bs16_hs64_ls32_mae,fused-window,mae,0.0001,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
677,20260413_082139_fused-window-snn_grid_018_lr0_0001_bs16_hs64_ls64_mse,fused-window,mse,0.0001,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
678,20260413_082141_fused-window-snn_grid_019_lr0_0001_bs16_hs64_ls64_mae,fused-window,mae,0.0001,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
679,20260413_082143_fused-window-snn_grid_020_lr0_0001_bs16_hs128_ls32_mse,fused-window,mse,0.0001,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
680,20260413_082145_fused-window-snn_grid_021_lr0_0001_bs16_hs128_ls32_mae,fused-window,mae,0.0001,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
681,20260413_082147_fused-window-snn_grid_022_lr0_0001_bs16_hs128_ls64_mse,fused-window,mse,0.0001,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
682,20260413_082149_fused-window-snn_grid_023_lr0_0001_bs16_hs128_ls64_mae,fused-window,mae,0.0001,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
683,20260413_082152_fused-window-snn_grid_024_lr0_0001_bs32_hs64_ls32_mse,fused-window,mse,0.0001,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
684,20260413_082154_fused-window-snn_grid_025_lr0_0001_bs32_hs64_ls32_mae,fused-window,mae,0.0001,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
685,20260413_082156_fused-window-snn_grid_026_lr0_0001_bs32_hs64_ls64_mse,fused-window,mse,0.0001,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
686,20260413_082158_fused-window-snn_grid_027_lr0_0001_bs32_hs64_ls64_mae,fused-window,mae,0.0001,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
687,20260413_082200_fused-window-snn_grid_028_lr0_0001_bs32_hs128_ls32_mse,fused-window,mse,0.0001,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
688,20260413_082203_fused-window-snn_grid_029_lr0_0001_bs32_hs128_ls32_mae,fused-window,mae,0.0001,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
689,20260413_082205_fused-window-snn_grid_030_lr0_0001_bs32_hs128_ls64_mse,fused-window,mse,0.0001,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
690,20260413_082207_fused-window-snn_grid_031_lr0_0001_bs32_hs128_ls64_mae,fused-window,mae,0.0001,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
691,20260413_082209_fused-window-snn_grid_032_lr0_0003_bs4_hs64_ls32_mse,fused-window,mse,0.0003,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
692,20260413_082211_fused-window-snn_grid_033_lr0_0003_bs4_hs64_ls32_mae,fused-window,mae,0.0003,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
693,20260413_082213_fused-window-snn_grid_034_lr0_0003_bs4_hs64_ls64_mse,fused-window,mse,0.0003,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
694,20260413_082215_fused-window-snn_grid_035_lr0_0003_bs4_hs64_ls64_mae,fused-window,mae,0.0003,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
695,20260413_082217_fused-window-snn_grid_036_lr0_0003_bs4_hs128_ls32_mse,fused-window,mse,0.0003,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
696,20260413_082219_fused-window-snn_grid_037_lr0_0003_bs4_hs128_ls32_mae,fused-window,mae,0.0003,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
697,20260413_082221_fused-window-snn_grid_038_lr0_0003_bs4_hs128_ls64_mse,fused-window,mse,0.0003,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
698,20260413_082223_fused-window-snn_grid_039_lr0_0003_bs4_hs128_ls64_mae,fused-window,mae,0.0003,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
699,20260413_082225_fused-window-snn_grid_040_lr0_0003_bs8_hs64_ls32_mse,fused-window,mse,0.0003,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
700,20260413_082227_fused-window-snn_grid_041_lr0_0003_bs8_hs64_ls32_mae,fused-window,mae,0.0003,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
701,20260413_082229_fused-window-snn_grid_042_lr0_0003_bs8_hs64_ls64_mse,fused-window,mse,0.0003,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
702,20260413_082232_fused-window-snn_grid_043_lr0_0003_bs8_hs64_ls64_mae,fused-window,mae,0.0003,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
703,20260413_082234_fused-window-snn_grid_044_lr0_0003_bs8_hs128_ls32_mse,fused-window,mse,0.0003,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
704,20260413_082236_fused-window-snn_grid_045_lr0_0003_bs8_hs128_ls32_mae,fused-window,mae,0.0003,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
705,20260413_082238_fused-window-snn_grid_046_lr0_0003_bs8_hs128_ls64_mse,fused-window,mse,0.0003,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
706,20260413_082240_fused-window-snn_grid_047_lr0_0003_bs8_hs128_ls64_mae,fused-window,mae,0.0003,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
707,20260413_082242_fused-window-snn_grid_048_lr0_0003_bs16_hs64_ls32_mse,fused-window,mse,0.0003,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
708,20260413_082244_fused-window-snn_grid_049_lr0_0003_bs16_hs64_ls32_mae,fused-window,mae,0.0003,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
709,20260413_082246_fused-window-snn_grid_050_lr0_0003_bs16_hs64_ls64_mse,fused-window,mse,0.0003,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
710,20260413_082248_fused-window-snn_grid_051_lr0_0003_bs16_hs64_ls64_mae,fused-window,mae,0.0003,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
711,20260413_082250_fused-window-snn_grid_052_lr0_0003_bs16_hs128_ls32_mse,fused-window,mse,0.0003,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
712,20260413_082252_fused-window-snn_grid_053_lr0_0003_bs16_hs128_ls32_mae,fused-window,mae,0.0003,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
713,20260413_082254_fused-window-snn_grid_054_lr0_0003_bs16_hs128_ls64_mse,fused-window,mse,0.0003,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
714,20260413_082257_fused-window-snn_grid_055_lr0_0003_bs16_hs128_ls64_mae,fused-window,mae,0.0003,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
715,20260413_082259_fused-window-snn_grid_056_lr0_0003_bs32_hs64_ls32_mse,fused-window,mse,0.0003,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
716,20260413_082301_fused-window-snn_grid_057_lr0_0003_bs32_hs64_ls32_mae,fused-window,mae,0.0003,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
717,20260413_082303_fused-window-snn_grid_058_lr0_0003_bs32_hs64_ls64_mse,fused-window,mse,0.0003,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
718,20260413_082305_fused-window-snn_grid_059_lr0_0003_bs32_hs64_ls64_mae,fused-window,mae,0.0003,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
719,20260413_082308_fused-window-snn_grid_060_lr0_0003_bs32_hs128_ls32_mse,fused-window,mse,0.0003,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
720,20260413_082310_fused-window-snn_grid_061_lr0_0003_bs32_hs128_ls32_mae,fused-window,mae,0.0003,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
721,20260413_082312_fused-window-snn_grid_062_lr0_0003_bs32_hs128_ls64_mse,fused-window,mse,0.0003,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
722,20260413_082314_fused-window-snn_grid_063_lr0_0003_bs32_hs128_ls64_mae,fused-window,mae,0.0003,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
723,20260413_082316_fused-window-snn_grid_064_lr0_0005_bs4_hs64_ls32_mse,fused-window,mse,0.0005,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
724,20260413_082318_fused-window-snn_grid_065_lr0_0005_bs4_hs64_ls32_mae,fused-window,mae,0.0005,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
725,20260413_082320_fused-window-snn_grid_066_lr0_0005_bs4_hs64_ls64_mse,fused-window,mse,0.0005,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
726,20260413_082322_fused-window-snn_grid_067_lr0_0005_bs4_hs64_ls64_mae,fused-window,mae,0.0005,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
727,20260413_082324_fused-window-snn_grid_068_lr0_0005_bs4_hs128_ls32_mse,fused-window,mse,0.0005,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
728,20260413_082326_fused-window-snn_grid_069_lr0_0005_bs4_hs128_ls32_mae,fused-window,mae,0.0005,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
729,20260413_082328_fused-window-snn_grid_070_lr0_0005_bs4_hs128_ls64_mse,fused-window,mse,0.0005,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
730,20260413_082330_fused-window-snn_grid_071_lr0_0005_bs4_hs128_ls64_mae,fused-window,mae,0.0005,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
731,20260413_082333_fused-window-snn_grid_072_lr0_0005_bs8_hs64_ls32_mse,fused-window,mse,0.0005,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
732,20260413_082335_fused-window-snn_grid_073_lr0_0005_bs8_hs64_ls32_mae,fused-window,mae,0.0005,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
733,20260413_082337_fused-window-snn_grid_074_lr0_0005_bs8_hs64_ls64_mse,fused-window,mse,0.0005,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
734,20260413_082339_fused-window-snn_grid_075_lr0_0005_bs8_hs64_ls64_mae,fused-window,mae,0.0005,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
735,20260413_082341_fused-window-snn_grid_076_lr0_0005_bs8_hs128_ls32_mse,fused-window,mse,0.0005,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
736,20260413_082343_fused-window-snn_grid_077_lr0_0005_bs8_hs128_ls32_mae,fused-window,mae,0.0005,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
737,20260413_082345_fused-window-snn_grid_078_lr0_0005_bs8_hs128_ls64_mse,fused-window,mse,0.0005,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
738,20260413_082347_fused-window-snn_grid_079_lr0_0005_bs8_hs128_ls64_mae,fused-window,mae,0.0005,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
739,20260413_082349_fused-window-snn_grid_080_lr0_0005_bs16_hs64_ls32_mse,fused-window,mse,0.0005,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
740,20260413_082351_fused-window-snn_grid_081_lr0_0005_bs16_hs64_ls32_mae,fused-window,mae,0.0005,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
741,20260413_082353_fused-window-snn_grid_082_lr0_0005_bs16_hs64_ls64_mse,fused-window,mse,0.0005,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
742,20260413_082355_fused-window-snn_grid_083_lr0_0005_bs16_hs64_ls64_mae,fused-window,mae,0.0005,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
743,20260413_082358_fused-window-snn_grid_084_lr0_0005_bs16_hs128_ls32_mse,fused-window,mse,0.0005,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
744,20260413_082400_fused-window-snn_grid_085_lr0_0005_bs16_hs128_ls32_mae,fused-window,mae,0.0005,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
