Rank,Profile,Profile Signature,Modality,Loss Type,LR,BS,HS,LS,Final Train Loss,Final Val Loss,Mean Val Loss,Best Val Loss,Epochs,Status,Error,Duplicate Runs
213,20260413_021930_audio-window-snn_grid_138_lr0_0003_bs64_hs128_ls16_mse,audio-window-snn_grid_138_lr0_0003_bs64_hs128_ls16_mse,audio-window,mse,0.0003,64,128,16,0.956830,0.957860,0.957860,0.957860,8,Success,,2
214,20260413_023316_audio-window-snn_grid_184_lr0_0005_bs32_hs32_ls64_mse,audio-window-snn_grid_184_lr0_0005_bs32_hs32_ls64_mse,audio-window,mse,0.0005,32,32,64,0.956406,0.959598,0.959598,0.959598,8,Success,,2
215,20260413_023531_audio-window-snn_grid_190_lr0_0005_bs32_hs64_ls64_mse,audio-window-snn_grid_190_lr0_0005_bs32_hs64_ls64_mse,audio-window,mse,0.0005,32,64,64,0.956406,0.959598,0.959598,0.959598,8,Success,,2
216,20260413_023819_audio-window-snn_grid_196_lr0_0005_bs32_hs128_ls64_mse,audio-window-snn_grid_196_lr0_0005_bs32_hs128_ls64_mse,audio-window,mse,0.0005,32,128,64,0.956406,0.959598,0.959598,0.959598,8,Success,,2
217,20260413_024047_audio-window-snn_grid_202_lr0_0005_bs64_hs32_ls64_mse,audio-window-snn_grid_202_lr0_0005_bs64_hs32_ls64_mse,audio-window,mse,0.0005,64,32,64,0.956406,0.959598,0.959598,0.959598,8,Success,,2
218,20260413_024328_audio-window-snn_grid_208_lr0_0005_bs64_hs64_ls64_mse,audio-window-snn_grid_208_lr0_0005_bs64_hs64_ls64_mse,audio-window,mse,0.0005,64,64,64,0.956406,0.959598,0.959598,0.959598,8,Success,,2
219,20260413_024525_audio-window-snn_grid_214_lr0_0005_bs64_hs128_ls64_mse,audio-window-snn_grid_214_lr0_0005_bs64_hs128_ls64_mse,audio-window,mse,0.0005,64,128,64,0.956406,0.959598,0.959598,0.959598,8,Success,,2
220,20260413_020851_audio-window-snn_grid_112_lr0_0003_bs32_hs32_ls64_mse,audio-window-snn_grid_112_lr0_0003_bs32_hs32_ls64_mse,audio-window,mse,0.0003,32,32,64,0.957470,0.962261,0.962261,0.962261,8,Success,,2
221,20260413_021107_audio-window-snn_grid_118_lr0_0003_bs32_hs64_ls64_mse,audio-window-snn_grid_118_lr0_0003_bs32_hs64_ls64_mse,audio-window,mse,0.0003,32,64,64,0.957470,0.962261,0.962261,0.962261,8,Success,,2
222,20260413_021348_audio-window-snn_grid_124_lr0_0003_bs32_hs128_ls64_mse,audio-window-snn_grid_124_lr0_0003_bs32_hs128_ls64_mse,audio-window,mse,0.0003,32,128,64,0.957470,0.962261,0.962261,0.962261,8,Success,,2
223,20260413_021628_audio-window-snn_grid_130_lr0_0003_bs64_hs32_ls64_mse,audio-window-snn_grid_130_lr0_0003_bs64_hs32_ls64_mse,audio-window,mse,0.0003,64,32,64,0.957470,0.962261,0.962261,0.962261,8,Success,,2
224,20260413_021851_audio-window-snn_grid_136_lr0_0003_bs64_hs64_ls64_mse,audio-window-snn_grid_136_lr0_0003_bs64_hs64_ls64_mse,audio-window,mse,0.0003,64,64,64,0.957470,0.962261,0.962261,0.962261,8,Success,,2
225,20260413_022123_audio-window-snn_grid_142_lr0_0003_bs64_hs128_ls64_mse,audio-window-snn_grid_142_lr0_0003_bs64_hs128_ls64_mse,audio-window,mse,0.0003,64,128,64,0.957470,0.962261,0.962261,0.962261,8,Success,,2
226,20260413_015514_audio-window-snn_grid_072_lr0_0003_bs8_hs32_ls16_mse,audio-window-snn_grid_072_lr0_0003_bs8_hs32_ls16_mse,audio-window,mse,0.0003,8,32,16,1.000280,0.996440,0.996440,0.996440,8,Success,,2
227,20260413_015847_audio-window-snn_grid_078_lr0_0003_bs8_hs64_ls16_mse,audio-window-snn_grid_078_lr0_0003_bs8_hs64_ls16_mse,audio-window,mse,0.0003,8,64,16,1.000280,0.996440,0.996440,0.996440,8,Success,,2
228,20260413_015950_audio-window-snn_grid_084_lr0_0003_bs8_hs128_ls16_mse,audio-window-snn_grid_084_lr0_0003_bs8_hs128_ls16_mse,audio-window,mse,0.0003,8,128,16,1.000280,0.996440,0.996440,0.996440,8,Success,,2
229,20260413_022135_audio-window-snn_grid_146_lr0_0005_bs8_hs32_ls32_mse,audio-window-snn_grid_146_lr0_0005_bs8_hs32_ls32_mse,audio-window,mse,0.0005,8,32,32,0.998492,0.996443,0.996443,0.996443,8,Success,,2
230,20260413_022332_audio-window-snn_grid_152_lr0_0005_bs8_hs64_ls32_mse,audio-window-snn_grid_152_lr0_0005_bs8_hs64_ls32_mse,audio-window,mse,0.0005,8,64,32,0.998492,0.996443,0.996443,0.996443,8,Success,,2
231,20260413_022448_audio-window-snn_grid_158_lr0_0005_bs8_hs128_ls32_mse,audio-window-snn_grid_158_lr0_0005_bs8_hs128_ls32_mse,audio-window,mse,0.0005,8,128,32,0.998492,0.996443,0.996443,0.996443,8,Success,,2
232,20260413_005402_audio-window-snn_grid_012_lr0_0001_bs8_hs128_ls16_mse,audio-window-snn_grid_012_lr0_0001_bs8_hs128_ls16_mse,audio-window,mse,0.0001,8,128,16,0.996779,0.996448,0.996448,0.996448,8,Success,,1
233,20260413_014704_audio-window-snn_grid_000_lr0_0001_bs8_hs32_ls16_mse,audio-window-snn_grid_000_lr0_0001_bs8_hs32_ls16_mse,audio-window,mse,0.0001,8,32,16,0.996779,0.996448,0.996448,0.996448,8,Success,,1
234,20260413_014706_audio-window-snn_grid_006_lr0_0001_bs8_hs64_ls16_mse,audio-window-snn_grid_006_lr0_0001_bs8_hs64_ls16_mse,audio-window,mse,0.0001,8,64,16,0.996779,0.996448,0.996448,0.996448,8,Success,,1
235,20260413_022018_audio-window-snn_grid_144_lr0_0005_bs8_hs32_ls16_mse,audio-window-snn_grid_144_lr0_0005_bs8_hs32_ls16_mse,audio-window,mse,0.0005,8,32,16,0.997649,0.997169,0.997169,0.997169,8,Success,,2
236,20260413_022251_audio-window-snn_grid_150_lr0_0005_bs8_hs64_ls16_mse,audio-window-snn_grid_150_lr0_0005_bs8_hs64_ls16_mse,audio-window,mse,0.0005,8,64,16,0.997649,0.997169,0.997169,0.997169,8,Success,,2
237,20260413_022422_audio-window-snn_grid_156_lr0_0005_bs8_hs128_ls16_mse,audio-window-snn_grid_156_lr0_0005_bs8_hs128_ls16_mse,audio-window,mse,0.0005,8,128,16,0.997649,0.997169,0.997169,0.997169,8,Success,,2
238,20260413_005005_audio-window-snn_grid_008_lr0_0001_bs8_hs64_ls32_mse,audio-window-snn_grid_008_lr0_0001_bs8_hs64_ls32_mse,audio-window,mse,0.0001,8,64,32,0.996495,0.997307,0.997307,0.997307,8,Success,,1
239,20260413_005601_audio-window-snn_grid_014_lr0_0001_bs8_hs128_ls32_mse,audio-window-snn_grid_014_lr0_0001_bs8_hs128_ls32_mse,audio-window,mse,0.0001,8,128,32,0.996495,0.997307,0.997307,0.997307,8,Success,,1
240,20260413_014657_audio-window-snn_grid_002_lr0_0001_bs8_hs32_ls32_mse,audio-window-snn_grid_002_lr0_0001_bs8_hs32_ls32_mse,audio-window,mse,0.0001,8,32,32,0.996495,0.997307,0.997307,0.997307,8,Success,,1
241,20260413_024621_audio-window-snn_grid_220_lr0_0010_bs8_hs32_ls64_mse,audio-window-snn_grid_220_lr0_0010_bs8_hs32_ls64_mse,audio-window,mse,0.0010,8,32,64,0.998978,0.997369,0.997369,0.997369,8,Success,,2
242,20260413_024804_audio-window-snn_grid_226_lr0_0010_bs8_hs64_ls64_mse,audio-window-snn_grid_226_lr0_0010_bs8_hs64_ls64_mse,audio-window,mse,0.0010,8,64,64,0.998978,0.997369,0.997369,0.997369,8,Success,,2
243,20260413_024914_audio-window-snn_grid_232_lr0_0010_bs8_hs128_ls64_mse,audio-window-snn_grid_232_lr0_0010_bs8_hs128_ls64_mse,audio-window,mse,0.0010,8,128,64,0.998978,0.997369,0.997369,0.997369,8,Success,,2
244,20260413_005204_audio-window-snn_grid_010_lr0_0001_bs8_hs64_ls64_mse,audio-window-snn_grid_010_lr0_0001_bs8_hs64_ls64_mse,audio-window,mse,0.0001,8,64,64,0.996496,0.997534,0.997534,0.997534,8,Success,,1
245,20260413_005800_audio-window-snn_grid_016_lr0_0001_bs8_hs128_ls64_mse,audio-window-snn_grid_016_lr0_0001_bs8_hs128_ls64_mse,audio-window,mse,0.0001,8,128,64,0.996496,0.997534,0.997534,0.997534,8,Success,,1
246,20260413_014707_audio-window-snn_grid_004_lr0_0001_bs8_hs32_ls64_mse,audio-window-snn_grid_004_lr0_0001_bs8_hs32_ls64_mse,audio-window,mse,0.0001,8,32,64,0.996496,0.997534,0.997534,0.997534,8,Success,,1
247,20260413_030710_eeg-window-snn_grid_002_lr0_0001_bs16_mse,eeg-window-snn_grid_002_lr0_0001_bs16_mse,eeg-window,mse,0.0001,16,32,16,0.998190,0.998010,0.998010,0.998010,8,Success,,2
248,20260413_030744_eeg-window-snn_grid_004_lr0_0001_bs32_mse,eeg-window-snn_grid_004_lr0_0001_bs32_mse,eeg-window,mse,0.0001,32,32,16,0.998618,0.998873,0.998873,0.998873,8,Success,,2
249,20260413_015656_audio-window-snn_grid_074_lr0_0003_bs8_hs32_ls32_mse,audio-window-snn_grid_074_lr0_0003_bs8_hs32_ls32_mse,audio-window,mse,0.0003,8,32,32,0.997631,0.999106,0.999106,0.999106,8,Success,,2
250,20260413_015903_audio-window-snn_grid_080_lr0_0003_bs8_hs64_ls32_mse,audio-window-snn_grid_080_lr0_0003_bs8_hs64_ls32_mse,audio-window,mse,0.0003,8,64,32,0.997631,0.999106,0.999106,0.999106,8,Success,,2
251,20260413_020017_audio-window-snn_grid_086_lr0_0003_bs8_hs128_ls32_mse,audio-window-snn_grid_086_lr0_0003_bs8_hs128_ls32_mse,audio-window,mse,0.0003,8,128,32,0.997631,0.999106,0.999106,0.999106,8,Success,,2
252,20260413_030626_eeg-window-snn_grid_000_lr0_0001_bs8_mse,eeg-window-snn_grid_000_lr0_0001_bs8_mse,eeg-window,mse,0.0001,8,32,16,0.998025,0.999958,0.999958,0.999958,8,Success,,2
253,20260413_015749_audio-window-snn_grid_076_lr0_0003_bs8_hs32_ls64_mse,audio-window-snn_grid_076_lr0_0003_bs8_hs32_ls64_mse,audio-window,mse,0.0003,8,32,64,0.999960,1.000380,1.000380,1.000380,8,Success,,2
254,20260413_015937_audio-window-snn_grid_082_lr0_0003_bs8_hs64_ls64_mse,audio-window-snn_grid_082_lr0_0003_bs8_hs64_ls64_mse,audio-window,mse,0.0003,8,64,64,0.999960,1.000380,1.000380,1.000380,8,Success,,2
255,20260413_020045_audio-window-snn_grid_088_lr0_0003_bs8_hs128_ls64_mse,audio-window-snn_grid_088_lr0_0003_bs8_hs128_ls64_mse,audio-window,mse,0.0003,8,128,64,0.999960,1.000380,1.000380,1.000380,8,Success,,2
256,20260413_024434_audio-window-snn_grid_216_lr0_0010_bs8_hs32_ls16_mse,audio-window-snn_grid_216_lr0_0010_bs8_hs32_ls16_mse,audio-window,mse,0.0010,8,32,16,0.999946,1.001110,1.001110,1.001110,8,Success,,2
257,20260413_024706_audio-window-snn_grid_222_lr0_0010_bs8_hs64_ls16_mse,audio-window-snn_grid_222_lr0_0010_bs8_hs64_ls16_mse,audio-window,mse,0.0010,8,64,16,0.999946,1.001110,1.001110,1.001110,8,Success,,2
258,20260413_024821_audio-window-snn_grid_228_lr0_0010_bs8_hs128_ls16_mse,audio-window-snn_grid_228_lr0_0010_bs8_hs128_ls16_mse,audio-window,mse,0.0010,8,128,16,0.999946,1.001110,1.001110,1.001110,8,Success,,2
259,20260413_030819_eeg-window-snn_grid_010_lr0_0003_bs32_mse,eeg-window-snn_grid_010_lr0_0003_bs32_mse,eeg-window,mse,0.0003,32,32,16,1.001250,1.001530,1.001530,1.001530,8,Success,,2
260,20260413_024545_audio-window-snn_grid_218_lr0_0010_bs8_hs32_ls32_mse,audio-window-snn_grid_218_lr0_0010_bs8_hs32_ls32_mse,audio-window,mse,0.0010,8,32,32,0.997041,1.002590,1.002590,1.002590,8,Success,,2
261,20260413_024722_audio-window-snn_grid_224_lr0_0010_bs8_hs64_ls32_mse,audio-window-snn_grid_224_lr0_0010_bs8_hs64_ls32_mse,audio-window,mse,0.0010,8,64,32,0.997041,1.002590,1.002590,1.002590,8,Success,,2
262,20260413_024858_audio-window-snn_grid_230_lr0_0010_bs8_hs128_ls32_mse,audio-window-snn_grid_230_lr0_0010_bs8_hs128_ls32_mse,audio-window,mse,0.0010,8,128,32,0.997041,1.002590,1.002590,1.002590,8,Success,,2
263,20260413_030739_eeg-window-snn_grid_006_lr0_0003_bs8_mse,eeg-window-snn_grid_006_lr0_0003_bs8_mse,eeg-window,mse,0.0003,8,32,16,1.001940,1.003000,1.003000,1.003000,8,Success,,2
264,20260413_030850_eeg-window-snn_grid_016_lr0_0005_bs32_mse,eeg-window-snn_grid_016_lr0_0005_bs32_mse,eeg-window,mse,0.0005,32,32,16,1.002180,1.003110,1.003110,1.003110,8,Success,,2
265,20260413_030813_eeg-window-snn_grid_012_lr0_0005_bs8_mse,eeg-window-snn_grid_012_lr0_0005_bs8_mse,eeg-window,mse,0.0005,8,32,16,1.004340,1.003190,1.003190,1.003190,8,Success,,2
266,20260413_022204_audio-window-snn_grid_148_lr0_0005_bs8_hs32_ls64_mse,audio-window-snn_grid_148_lr0_0005_bs8_hs32_ls64_mse,audio-window,mse,0.0005,8,32,64,0.997808,1.003480,1.003480,1.003480,8,Success,,2
267,20260413_022358_audio-window-snn_grid_154_lr0_0005_bs8_hs64_ls64_mse,audio-window-snn_grid_154_lr0_0005_bs8_hs64_ls64_mse,audio-window,mse,0.0005,8,64,64,0.997808,1.003480,1.003480,1.003480,8,Success,,2
268,20260413_022524_audio-window-snn_grid_160_lr0_0005_bs8_hs128_ls64_mse,audio-window-snn_grid_160_lr0_0005_bs8_hs128_ls64_mse,audio-window,mse,0.0005,8,128,64,0.997808,1.003480,1.003480,1.003480,8,Success,,2
269,20260413_010011_audio-window-snn_grid_018_lr0_0001_bs16_hs32_ls16_mse,audio-window-snn_grid_018_lr0_0001_bs16_hs32_ls16_mse,audio-window,mse,0.0001,16,32,16,1.005450,1.005400,1.005400,1.005400,8,Success,,1
270,20260413_010236_audio-window-snn_grid_020_lr0_0001_bs16_hs32_ls32_mse,audio-window-snn_grid_020_lr0_0001_bs16_hs32_ls32_mse,audio-window,mse,0.0001,16,32,32,1.005770,1.005400,1.005400,1.005400,8,Success,,1
271,20260413_010729_audio-window-snn_grid_024_lr0_0001_bs16_hs64_ls16_mse,audio-window-snn_grid_024_lr0_0001_bs16_hs64_ls16_mse,audio-window,mse,0.0001,16,64,16,1.005450,1.005400,1.005400,1.005400,8,Success,,1
272,20260413_010956_audio-window-snn_grid_026_lr0_0001_bs16_hs64_ls32_mse,audio-window-snn_grid_026_lr0_0001_bs16_hs64_ls32_mse,audio-window,mse,0.0001,16,64,32,1.005770,1.005400,1.005400,1.005400,8,Success,,1
273,20260413_011448_audio-window-snn_grid_030_lr0_0001_bs16_hs128_ls16_mse,audio-window-snn_grid_030_lr0_0001_bs16_hs128_ls16_mse,audio-window,mse,0.0001,16,128,16,1.005450,1.005400,1.005400,1.005400,8,Success,,1
274,20260413_011714_audio-window-snn_grid_032_lr0_0001_bs16_hs128_ls32_mse,audio-window-snn_grid_032_lr0_0001_bs16_hs128_ls32_mse,audio-window,mse,0.0001,16,128,32,1.005770,1.005400,1.005400,1.005400,8,Success,,1
275,20260413_022725_audio-window-snn_grid_166_lr0_0005_bs16_hs32_ls64_mse,audio-window-snn_grid_166_lr0_0005_bs16_hs32_ls64_mse,audio-window,mse,0.0005,16,32,64,1.006480,1.005400,1.005400,1.005400,8,Success,,2
276,20260413_022840_audio-window-snn_grid_172_lr0_0005_bs16_hs64_ls64_mse,audio-window-snn_grid_172_lr0_0005_bs16_hs64_ls64_mse,audio-window,mse,0.0005,16,64,64,1.006480,1.005400,1.005400,1.005400,8,Success,,2
277,20260413_023057_audio-window-snn_grid_178_lr0_0005_bs16_hs128_ls64_mse,audio-window-snn_grid_178_lr0_0005_bs16_hs128_ls64_mse,audio-window,mse,0.0005,16,128,64,1.006480,1.005400,1.005400,1.005400,8,Success,,2
278,20260413_025041_audio-window-snn_grid_236_lr0_0010_bs16_hs32_ls32_mse,audio-window-snn_grid_236_lr0_0010_bs16_hs32_ls32_mse,audio-window,mse,0.0010,16,32,32,1.007100,1.005400,1.005400,1.005400,8,Success,,2
279,20260413_025216_audio-window-snn_grid_242_lr0_0010_bs16_hs64_ls32_mse,audio-window-snn_grid_242_lr0_0010_bs16_hs64_ls32_mse,audio-window,mse,0.0010,16,64,32,1.007100,1.005400,1.005400,1.005400,8,Success,,2
280,20260413_025416_audio-window-snn_grid_248_lr0_0010_bs16_hs128_ls32_mse,audio-window-snn_grid_248_lr0_0010_bs16_hs128_ls32_mse,audio-window,mse,0.0010,16,128,32,1.007100,1.005400,1.005400,1.005400,8,Success,,2
281,20260413_022648_audio-window-snn_grid_164_lr0_0005_bs16_hs32_ls32_mse,audio-window-snn_grid_164_lr0_0005_bs16_hs32_ls32_mse,audio-window,mse,0.0005,16,32,32,1.007210,1.006170,1.006170,1.006170,8,Success,,2
282,20260413_022815_audio-window-snn_grid_170_lr0_0005_bs16_hs64_ls32_mse,audio-window-snn_grid_170_lr0_0005_bs16_hs64_ls32_mse,audio-window,mse,0.0005,16,64,32,1.007210,1.006170,1.006170,1.006170,8,Success,,2
283,20260413_023023_audio-window-snn_grid_176_lr0_0005_bs16_hs128_ls32_mse,audio-window-snn_grid_176_lr0_0005_bs16_hs128_ls32_mse,audio-window,mse,0.0005,16,128,32,1.007210,1.006170,1.006170,1.006170,8,Success,,2
284,20260413_010503_audio-window-snn_grid_022_lr0_0001_bs16_hs32_ls64_mse,audio-window-snn_grid_022_lr0_0001_bs16_hs32_ls64_mse,audio-window,mse,0.0001,16,32,64,1.005850,1.006380,1.006380,1.006380,8,Success,,1
285,20260413_011221_audio-window-snn_grid_028_lr0_0001_bs16_hs64_ls64_mse,audio-window-snn_grid_028_lr0_0001_bs16_hs64_ls64_mse,audio-window,mse,0.0001,16,64,64,1.005850,1.006380,1.006380,1.006380,8,Success,,1
286,20260413_011940_audio-window-snn_grid_034_lr0_0001_bs16_hs128_ls64_mse,audio-window-snn_grid_034_lr0_0001_bs16_hs128_ls64_mse,audio-window,mse,0.0001,16,128,64,1.005850,1.006380,1.006380,1.006380,8,Success,,1
287,20260413_022603_audio-window-snn_grid_162_lr0_0005_bs16_hs32_ls16_mse,audio-window-snn_grid_162_lr0_0005_bs16_hs32_ls16_mse,audio-window,mse,0.0005,16,32,16,1.005520,1.007420,1.007420,1.007420,8,Success,,2
288,20260413_022744_audio-window-snn_grid_168_lr0_0005_bs16_hs64_ls16_mse,audio-window-snn_grid_168_lr0_0005_bs16_hs64_ls16_mse,audio-window,mse,0.0005,16,64,16,1.005520,1.007420,1.007420,1.007420,8,Success,,2
289,20260413_022922_audio-window-snn_grid_174_lr0_0005_bs16_hs128_ls16_mse,audio-window-snn_grid_174_lr0_0005_bs16_hs128_ls16_mse,audio-window,mse,0.0005,16,128,16,1.005520,1.007420,1.007420,1.007420,8,Success,,2
290,20260413_030806_eeg-window-snn_grid_008_lr0_0003_bs16_mse,eeg-window-snn_grid_008_lr0_0003_bs16_mse,eeg-window,mse,0.0003,16,32,16,1.004040,1.008050,1.008050,1.008050,8,Success,,2
291,20260413_030834_eeg-window-snn_grid_014_lr0_0005_bs16_mse,eeg-window-snn_grid_014_lr0_0005_bs16_mse,eeg-window,mse,0.0005,16,32,16,1.017740,1.008220,1.008220,1.008220,8,Success,,2
292,20260413_020225_audio-window-snn_grid_092_lr0_0003_bs16_hs32_ls32_mse,audio-window-snn_grid_092_lr0_0003_bs16_hs32_ls32_mse,audio-window,mse,0.0003,16,32,32,1.009350,1.011040,1.011040,1.011040,8,Success,,2
293,20260413_020332_audio-window-snn_grid_098_lr0_0003_bs16_hs64_ls32_mse,audio-window-snn_grid_098_lr0_0003_bs16_hs64_ls32_mse,audio-window,mse,0.0003,16,64,32,1.009350,1.011040,1.011040,1.011040,8,Success,,2
294,20260413_020604_audio-window-snn_grid_104_lr0_0003_bs16_hs128_ls32_mse,audio-window-snn_grid_104_lr0_0003_bs16_hs128_ls32_mse,audio-window,mse,0.0003,16,128,32,1.009350,1.011040,1.011040,1.011040,8,Success,,2
295,20260413_025020_audio-window-snn_grid_234_lr0_0010_bs16_hs32_ls16_mse,audio-window-snn_grid_234_lr0_0010_bs16_hs32_ls16_mse,audio-window,mse,0.0010,16,32,16,1.009070,1.011130,1.011130,1.011130,8,Success,,2
296,20260413_025134_audio-window-snn_grid_240_lr0_0010_bs16_hs64_ls16_mse,audio-window-snn_grid_240_lr0_0010_bs16_hs64_ls16_mse,audio-window,mse,0.0010,16,64,16,1.009070,1.011130,1.011130,1.011130,8,Success,,2
297,20260413_025333_audio-window-snn_grid_246_lr0_0010_bs16_hs128_ls16_mse,audio-window-snn_grid_246_lr0_0010_bs16_hs128_ls16_mse,audio-window,mse,0.0010,16,128,16,1.009070,1.011130,1.011130,1.011130,8,Success,,2
298,20260413_020202_audio-window-snn_grid_090_lr0_0003_bs16_hs32_ls16_mse,audio-window-snn_grid_090_lr0_0003_bs16_hs32_ls16_mse,audio-window,mse,0.0003,16,32,16,1.007940,1.011460,1.011460,1.011460,8,Success,,2
299,20260413_020319_audio-window-snn_grid_096_lr0_0003_bs16_hs64_ls16_mse,audio-window-snn_grid_096_lr0_0003_bs16_hs64_ls16_mse,audio-window,mse,0.0003,16,64,16,1.007940,1.011460,1.011460,1.011460,8,Success,,2
300,20260413_020515_audio-window-snn_grid_102_lr0_0003_bs16_hs128_ls16_mse,audio-window-snn_grid_102_lr0_0003_bs16_hs128_ls16_mse,audio-window,mse,0.0003,16,128,16,1.007940,1.011460,1.011460,1.011460,8,Success,,2
301,20260413_020302_audio-window-snn_grid_094_lr0_0003_bs16_hs32_ls64_mse,audio-window-snn_grid_094_lr0_0003_bs16_hs32_ls64_mse,audio-window,mse,0.0003,16,32,64,1.007650,1.014480,1.014480,1.014480,8,Success,,2
302,20260413_020400_audio-window-snn_grid_100_lr0_0003_bs16_hs64_ls64_mse,audio-window-snn_grid_100_lr0_0003_bs16_hs64_ls64_mse,audio-window,mse,0.0003,16,64,64,1.007650,1.014480,1.014480,1.014480,8,Success,,2
303,20260413_020634_audio-window-snn_grid_106_lr0_0003_bs16_hs128_ls64_mse,audio-window-snn_grid_106_lr0_0003_bs16_hs128_ls64_mse,audio-window,mse,0.0003,16,128,64,1.007650,1.014480,1.014480,1.014480,8,Success,,2
304,20260413_025131_audio-window-snn_grid_238_lr0_0010_bs16_hs32_ls64_mse,audio-window-snn_grid_238_lr0_0010_bs16_hs32_ls64_mse,audio-window,mse,0.0010,16,32,64,1.011420,1.015340,1.015340,1.015340,8,Success,,2
305,20260413_025231_audio-window-snn_grid_244_lr0_0010_bs16_hs64_ls64_mse,audio-window-snn_grid_244_lr0_0010_bs16_hs64_ls64_mse,audio-window,mse,0.0010,16,64,64,1.011420,1.015340,1.015340,1.015340,8,Success,,2
306,20260413_025447_audio-window-snn_grid_250_lr0_0010_bs16_hs128_ls64_mse,audio-window-snn_grid_250_lr0_0010_bs16_hs128_ls64_mse,audio-window,mse,0.0010,16,128,64,1.011420,1.015340,1.015340,1.015340,8,Success,,2
307,20260413_030824_fused-window-snn_grid_000_lr0_0001_bs4_hs64_ls32_mse,fused-window-snn_grid_000_lr0_0001_bs4_hs64_ls32_mse,fused-window,mse,0.0001,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
308,20260413_030825_fused-window-snn_grid_001_lr0_0001_bs4_hs64_ls32_mae,fused-window-snn_grid_001_lr0_0001_bs4_hs64_ls32_mae,fused-window,mae,0.0001,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
309,20260413_030829_fused-window-snn_grid_002_lr0_0001_bs4_hs64_ls64_mse,fused-window-snn_grid_002_lr0_0001_bs4_hs64_ls64_mse,fused-window,mse,0.0001,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
310,20260413_030829_fused-window-snn_grid_003_lr0_0001_bs4_hs64_ls64_mae,fused-window-snn_grid_003_lr0_0001_bs4_hs64_ls64_mae,fused-window,mae,0.0001,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
311,20260413_030833_fused-window-snn_grid_004_lr0_0001_bs4_hs128_ls32_mse,fused-window-snn_grid_004_lr0_0001_bs4_hs128_ls32_mse,fused-window,mse,0.0001,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
312,20260413_030833_fused-window-snn_grid_005_lr0_0001_bs4_hs128_ls32_mae,fused-window-snn_grid_005_lr0_0001_bs4_hs128_ls32_mae,fused-window,mae,0.0001,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
313,20260413_030835_fused-window-snn_grid_006_lr0_0001_bs4_hs128_ls64_mse,fused-window-snn_grid_006_lr0_0001_bs4_hs128_ls64_mse,fused-window,mse,0.0001,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
314,20260413_030836_fused-window-snn_grid_007_lr0_0001_bs4_hs128_ls64_mae,fused-window-snn_grid_007_lr0_0001_bs4_hs128_ls64_mae,fused-window,mae,0.0001,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
315,20260413_030838_fused-window-snn_grid_008_lr0_0001_bs8_hs64_ls32_mse,fused-window-snn_grid_008_lr0_0001_bs8_hs64_ls32_mse,fused-window,mse,0.0001,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
316,20260413_030839_fused-window-snn_grid_009_lr0_0001_bs8_hs64_ls32_mae,fused-window-snn_grid_009_lr0_0001_bs8_hs64_ls32_mae,fused-window,mae,0.0001,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
317,20260413_030839_fused-window-snn_grid_010_lr0_0001_bs8_hs64_ls64_mse,fused-window-snn_grid_010_lr0_0001_bs8_hs64_ls64_mse,fused-window,mse,0.0001,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
318,20260413_030839_fused-window-snn_grid_011_lr0_0001_bs8_hs64_ls64_mae,fused-window-snn_grid_011_lr0_0001_bs8_hs64_ls64_mae,fused-window,mae,0.0001,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
319,20260413_030841_fused-window-snn_grid_012_lr0_0001_bs8_hs128_ls32_mse,fused-window-snn_grid_012_lr0_0001_bs8_hs128_ls32_mse,fused-window,mse,0.0001,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
320,20260413_030843_fused-window-snn_grid_013_lr0_0001_bs8_hs128_ls32_mae,fused-window-snn_grid_013_lr0_0001_bs8_hs128_ls32_mae,fused-window,mae,0.0001,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
321,20260413_030843_fused-window-snn_grid_014_lr0_0001_bs8_hs128_ls64_mse,fused-window-snn_grid_014_lr0_0001_bs8_hs128_ls64_mse,fused-window,mse,0.0001,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
