born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
7,1,45,45,direct,1,1,1,0.239434,0.939791,-0.700357,0.179226,1.70978,1.82031,0.00441545,0.174797,23341,11520,0.02304,1,0
7,1,96,96,direct,1,1,1,0.253014,0.93957,-0.686555,0.192584,1.69751,1.81523,0.0035562,0.132958,49504,24576,0.049152,1,0
7,2,4,12-4,direct,1,1,2,0.169855,0.935847,-0.765991,0.105702,1.76915,1.88223,0.0498464,0.53287,6524,3120,0.00624,1,0
7,2,41,80-41,direct,1,1,1,0.235679,0.93736,-0.70168,0.173039,1.71046,1.81705,0.00369999,0.174179,47977,23760,0.04752,1,0
7,1,84,84,direct,1,1,1,0.254361,0.939862,-0.685501,0.194223,1.69665,1.81171,0.000928104,0.141178,43348,21504,0.043008,1,0
7,2,33,38-33,direct,1,1,1,0.198334,0.940701,-0.742367,0.139035,1.7479,1.83527,0.00504894,0.199361,22329,10982,0.021964,1,0
8,1,63,63,direct,1,1,1,0.244026,0.940474,-0.696448,0.1845,1.70645,1.81629,0.00132197,0.156413,32575,16128,0.032256,1,0
8,1,59,59,direct,1,1,0,0.243992,0.93938,-0.695388,0.183372,1.70528,1.81738,0.00347408,0.160657,30523,15104,0.030208,1,0
8,1,111,111,direct,1,1,0,0.251546,0.940664,-0.689119,0.19221,1.70002,1.81294,0.000388167,0.127975,57199,28416,0.056832,1,0
8,2,5,113-5,direct,1,1,0,0.196651,0.936931,-0.74028,0.133583,1.7454,1.83566,0.0151998,0.379329,59473,29493,0.058986,1,0
8,1,117,117,direct,1,1,2,0.24674,0.939981,-0.693241,0.186721,1.70351,1.81352,0.00048465,0.126542,60277,29952,0.059904,1,0
8,2,5,38-5,direct,1,1,2,0.212409,0.935608,-0.723199,0.148018,1.72954,1.841,0.0187154,0.405227,20173,9918,0.019836,1,0
8,2,1,44-1,direct,1,1,0,0,0.940476,-0.940476,-0.0595238,1.94139,1.97631,4.13816e-05,0.558715,22961,11308,0.022616,1,0
8,2,3,6-3,direct,1,1,1,0.0453498,0.943563,-0.898213,-0.0110875,1.89825,1.92949,0.0329732,0.714961,3379,1554,0.003108,1,0
