born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
2,1,30,30,direct,1,1,2,0.272846,0.927491,-0.654645,0.200338,1.66673,1.79173,0.00542554,0.152711,15646,7680,0.01536,1,0
2,2,21,80-21,poisson,16,0.2,1,0.261085,0.937176,-0.676091,0.19826,1.68778,1.80788,0.00316941,0.286713,44757,354560,0.70912,1,0
2,2,101,126-101,poisson,16,0.2,1,0.285194,0.939862,-0.654668,0.225056,1.6699,1.80358,0.00164161,0.297429,90573,719712,1.43942,1,0
2,5,16,115-59-28-24-16,poisson,16,0.2,1,0.128507,0.922049,-0.793542,0.0505554,1.79425,1.84822,0.0172568,0.691188,78590,622928,1.24586,1,0
2,4,1,105-49-46-1,poisson,16,0.2,0,0.0147547,0.898942,-0.884187,-0.0863035,1.88616,1.94882,0.0085756,1.81652,69307,549200,1.0984,1,0
2,1,106,106,poisson,16,0.2,1,0.276136,0.93797,-0.661834,0.214107,1.67557,1.80343,0.00197733,0.257225,54634,434176,0.868352,1,0
2,6,15,119-76-62-44-27-15,latency,16,0.2,0,0.137037,0.912205,-0.775167,0.049242,1.77585,1.81646,0.0148401,0.246537,98009,776656,1.55331,1,0
2,1,92,92,latency,16,0.2,0,0.272028,0.933664,-0.661636,0.205692,1.67432,1.7977,0.00204701,0.217229,47452,376832,0.753664,1,0
2,2,30,126-30,direct,1,1,2,0.260159,0.934987,-0.674828,0.195146,1.68616,1.80363,0.00239257,0.534947,72610,36036,0.072072,1,0
2,3,6,122-58-6,direct,1,1,0,0.146013,0.92586,-0.779847,0.071873,1.7813,1.83553,0.00867749,0.856656,77934,38656,0.077312,1,0
2,1,102,102,poisson,16,0.2,1,0.287537,0.937671,-0.650134,0.225208,1.66543,1.80156,0.00427737,0.253104,52582,417792,0.835584,1,0
2,2,125,126-125,direct,1,1,0,0.288641,0.939246,-0.650604,0.227887,1.66626,1.80195,0.00274229,0.511696,96645,48006,0.096012,1,0
2,5,21,120-113-104-80-21,direct,1,1,0,0.0818574,0.953288,-0.871431,0.0351454,1.87176,1.89444,0.0028209,1.19782,133175,66032,0.132064,1,0
2,1,67,67,latency,16,0.2,1,0.262688,0.931166,-0.668477,0.193854,1.6797,1.7958,0.00183421,0.214474,34627,274432,0.548864,1,0
2,3,44,119-81-44,latency,16,0.2,1,0.245269,0.933075,-0.687805,0.178344,1.6972,1.8069,0.00381643,0.398321,88034,698672,1.39734,1,0
2,4,3,94-81-61-3,poisson,16,0.2,2,0.077887,0.916755,-0.838868,-0.00535817,1.83888,1.86852,0.0189064,1.28618,74335,588832,1.17766,1,0
