backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.900000,1,42,1907081217213120053,0.092208,0.225624,0.577467,0.000000,0.000000,0.000000,0.900521,375556.000000,2448.062744,1.842773,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.990000,1,42,1907081217213120053,0.084348,0.208185,0.613485,0.000000,0.000000,0.000000,0.929818,375781.000000,2861.753418,1.828595,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.800000,1,42,1907081217213120053,0.116503,0.249144,0.466136,0.000000,0.000000,0.000000,0.874870,375359.000000,2545.623291,1.872596,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.900000,1,42,1907081217213120053,0.101771,0.229686,0.533646,0.000000,0.000000,0.000000,0.868229,375308.000000,3289.909424,1.873084,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.990000,1,42,1907081217213120053,0.090509,0.221223,0.585250,0.000000,0.000000,0.000000,0.884766,375435.000000,2854.544922,1.860513,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.800000,1,42,1907081217213120053,0.096043,0.223409,0.559892,0.000000,0.000000,0.000000,0.887760,375458.000000,2623.009521,1.842912,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.900000,1,42,1907081217213120053,0.106337,0.236859,0.512721,0.000000,0.000000,0.000000,0.867708,375304.000000,2836.287354,1.871757,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.990000,1,42,1907081217213120053,0.088748,0.216500,0.593322,0.000000,0.000000,0.000000,0.888151,375461.000000,2725.322754,1.884957,37286,36864
xtensor,article_snn_conv1d,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,2,43,1907081217213120053,0.241491,0.486262,0.021277,0.000000,0.000000,0.000000,0.000000,85238400.000000,324234.031250,1161.908203,120225,8523840
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.800000,2,43,1907081217213120053,0.100025,0.229533,0.541646,0.000000,0.000000,0.000000,0.900000,375552.000000,2973.114502,1.840889,37286,36864
