backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.800000,1,42,9318088442253209148,0.109117,0.222605,0.557769,0.500000,0.500000,0.500000,0.838151,375077.000000,3367.256592,2.015563,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.900000,1,42,9318088442253209148,0.118903,0.237403,0.518106,1.000000,0.500000,0.666667,0.865104,375284.000000,1798.342285,1.971563,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.990000,1,42,9318088442253209148,0.124997,0.251241,0.493407,0.333333,0.500000,0.400000,0.873828,375351.000000,1590.227051,2.801214,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.800000,1,42,9318088442253209148,0.125710,0.251832,0.490519,0.500000,0.500000,0.500000,0.872005,375337.000000,1684.990112,2.146726,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.900000,1,42,9318088442253209148,0.110985,0.233949,0.550198,0.500000,0.500000,0.500000,0.886328,375447.000000,1905.744141,2.687860,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.990000,1,42,9318088442253209148,0.117672,0.243130,0.523095,0.500000,0.500000,0.500000,0.881771,375412.000000,2138.112793,1.770698,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.800000,1,42,9318088442253209148,0.114133,0.235518,0.537435,1.000000,1.000000,1.000000,0.916536,375679.000000,1524.128418,2.069761,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.900000,1,42,9318088442253209148,0.127218,0.254741,0.484404,0.666667,1.000000,0.800000,0.835286,375055.000000,1934.019287,2.237869,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.990000,1,42,9318088442253209148,0.113659,0.236174,0.539357,0.500000,0.500000,0.500000,0.868880,375313.000000,2047.896240,4.056479,37286,36864
xtensor,article_snn_dense,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,2,43,9318088442253209148,0.245525,0.488018,0.004944,0.000000,0.000000,0.000000,0.000000,85238400.000000,297982.531250,1498.337036,120225,8523840
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.800000,2,43,9318088442253209148,0.106004,0.229319,0.570382,0.500000,0.500000,0.500000,0.903125,375576.000000,2188.824463,2.268600,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.900000,2,43,9318088442253209148,0.116552,0.241370,0.527634,0.500000,0.500000,0.500000,0.886068,375445.000000,2251.473633,2.174244,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.990000,2,43,9318088442253209148,0.107579,0.228506,0.564000,0.500000,0.500000,0.500000,0.885286,375439.000000,1820.977417,5.130785,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.800000,2,43,9318088442253209148,0.102720,0.211039,0.583693,0.500000,0.500000,0.500000,0.877214,375377.000000,2669.684814,2.171590,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.900000,2,43,9318088442253209148,0.116248,0.242215,0.528866,0.666667,1.000000,0.800000,0.886589,375449.000000,2104.843262,2.076326,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.990000,2,43,9318088442253209148,0.117357,0.231958,0.524372,1.000000,0.500000,0.666667,0.852604,375188.000000,2782.496582,2.067106,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.800000,2,43,9318088442253209148,0.112178,0.226990,0.545361,0.500000,0.500000,0.500000,0.875651,375365.000000,2255.310303,2.055862,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.900000,2,43,9318088442253209148,0.099653,0.209679,0.596120,0.000000,0.000000,0.000000,0.868750,375312.000000,3349.867188,2.245971,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.990000,2,43,9318088442253209148,0.102211,0.215732,0.585753,1.000000,0.500000,0.666667,0.935807,375827.000000,2244.742188,2.094415,37286,36864
xtensor,article_snn_dense,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,3,44,9318088442253209148,0.245525,0.488018,0.004944,0.000000,0.000000,0.000000,0.000000,85238400.000000,295536.093750,1439.366333,120225,8523840
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.800000,3,44,9318088442253209148,0.128653,0.251805,0.478588,0.666667,1.000000,0.800000,0.885807,375443.000000,1249.825684,1.941600,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.900000,3,44,9318088442253209148,0.103838,0.218380,0.579162,1.000000,0.500000,0.666667,0.919922,375705.000000,2232.184326,1.976801,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.990000,3,44,9318088442253209148,0.113426,0.233198,0.540301,1.000000,0.500000,0.666667,0.896094,375522.000000,1609.698120,2.015284,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.800000,3,44,9318088442253209148,0.105475,0.224359,0.572529,1.000000,1.000000,1.000000,0.894531,375510.000000,2335.806396,3.512063,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.900000,3,44,9318088442253209148,0.113798,0.232757,0.538795,1.000000,1.000000,1.000000,0.908984,375621.000000,1455.003662,2.223063,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.990000,3,44,9318088442253209148,0.120776,0.247358,0.510513,0.666667,1.000000,0.800000,0.887760,375458.000000,2016.186768,1.746952,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.800000,3,44,9318088442253209148,0.107531,0.226004,0.564193,1.000000,0.500000,0.666667,0.844531,375126.000000,2825.134277,2.053627,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.900000,3,44,9318088442253209148,0.108674,0.229906,0.559564,1.000000,1.000000,1.000000,0.898568,375541.000000,2293.048340,1.995309,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.990000,3,44,9318088442253209148,0.106712,0.227320,0.567514,0.666667,1.000000,0.800000,0.893750,375504.000000,2002.406860,2.014306,37286,36864
